"ENTITY","PATHWAY"
"MGI:1914253","PWY-3781"
"MGI:1913826","PWY-3781"
"MGI:107807","PWY-3781"
"MGI:1913944","PWY-3781"
"MGI:1914195","PWY-3781"
"MGI:1914930","PWY-3781"
"MGI:1913302","PWY-3781"
"MGI:1914175","PWY-3781"
"MGI:1913596","PWY-3781"
"MGI:1929511","PWY-3781"
"MGI:1343103","PWY-3781"
"MGI:1913341","PWY-3781"
"MGI:107686","PWY-3781"
"MGI:3039567","PWY-3781"
"MGI:1915452","PWY-3781"
"MGI:1914380","PWY-3781"
"MGI:1913666","PWY-3781"
"MGI:1915625","PWY-3781"
"MGI:1913358","PWY-3781"
"MGI:1914523","PWY-3781"
"MGI:1917125","PWY-3781"
"MGI:1913664","PWY-3781"
"MGI:1914434","PWY-3781"
"MGI:1917566","PWY-3781"
"MGI:1916952","PWY-3781"
"MGI:1922847","PWY-3781"
"MGI:1913956","PWY-3781"
"MGI:1915743","PWY-3781"
"MGI:3780865","PWY-3781"
"MGI:1915448","PWY-3781"
"MGI:1913745","PWY-3781"
"MGI:1915444","PWY-3781"
"MGI:1913296","PWY-3781"
"MGI:2684983","PWY-3781"
"MGI:1914166","PWY-3781"
"MGI:1914514","PWY-3781"
"MGI:1913468","PWY-3781"
"MGI:1915592","PWY-3781"
"MGI:1349919","PWY-3781"
"MGI:1913627","PWY-3781"
"MGI:1344370","PWY-3781"
"MGI:2443241","PWY-3781"
"MGI:2385112","PWY-3781"
"MGI:1915599","PWY-3781"
"MGI:1343135","PWY-3781"
"MGI:1890889","PWY-3781"
"MGI:107932","PWY-3781"
"MGI:1922656","PWY-3781"
"MGI:2385079","PWY-3781"
"MGI:107851","PWY-3781"
"MGI:1920150","PWY-3781"
"MGI:1925580","PWY-3781"
"MGI:101787","PWY-3781"
"MGI:102500","PWY-3781"
"MGI:102499","PWY-3781"
"MGI:102498","PWY-3781"
"MGI:102497","PWY-3781"
"MGI:102496","PWY-3781"
"MGI:102495","PWY-3781"
"MGI:102504","PWY-3781"
"MGI:102503","PWY-3781"
"MGI:102502","PWY-3781"
"MGI:88474","PWY-3781"
"MGI:88475","PWY-3781"
"MGI:104614","PWY-3781"
"MGI:103226","PWY-3781"
"MGI:3045345","PWY-5884"
"MGI:3588200","PWY-5884"
"MGI:95792","GLUTOXA-PWY"
"MGI:1927234","GLUTOXA-PWY"
"MGI:1306775","GLUTOXA-PWY"
"MGI:95530","GLUTOXA-PWY"
"MGI:88070","ARGASEDEG-PWY"
"MGI:1330806","ARGASEDEG-PWY"
"MGI:2443883","ARGASEDEG-PWY"
"MGI:97394","ARGASEDEG-PWY"
"MGI:1926231","THRDLCTCAT-PWY"
"MGI:1306797","THRDLCTCAT-PWY"
"MGI:96916","THRDLCTCAT-PWY"
"MGI:87916","PWY-6353"
"MGI:103258","PWY-6353"
"MGI:891999","PWY-6353"
"MGI:1923023","PWY-6353"
"MGI:95678","PWY-6353"
"MGI:96567","PWY-6353"
"MGI:109367","PWY-6353"
"MGI:1915356","PWY-6353"
"MGI:3513266","PWY-6353"
"MGI:2442446","PWY-6353"
"MGI:2155700","PWY-6353"
"MGI:1917127","PWY-6353"
"MGI:1354954","PWY-6353"
"MGI:1321386","PWY-6353"
"MGI:2178563","PWY-6353"
"MGI:1917271","PWY-6353"
"MGI:1918131","PWY-6353"
"MGI:99782","PWY-6353"
"MGI:1927186","PWY-6353"
"MGI:97365","PWY-6353"
"MGI:3712328","PWY-6353"
"MGI:98973","PWY-6353"
"MGI:98487","TYRFUMCAT-PWY"
"MGI:96213","TYRFUMCAT-PWY"
"MGI:96078","TYRFUMCAT-PWY"
"MGI:1341859","TYRFUMCAT-PWY"
"MGI:95482","TYRFUMCAT-PWY"
"MGI:1915886","TYRFUMCAT-PWY"
"MGI:1915376","TYRFUMCAT-PWY"
"MGI:1316649","PWY3DJ-11470"
"MGI:1861380","PWY3DJ-11470"
"MGI:1261415","PWY3DJ-11470"
"MGI:2135760","PWY3DJ-11470"
"MGI:1914353","PWY3DJ-11470"
"MGI:1277124","PWY3DJ-11470"
"MGI:2181962","PWY3DJ-11470"
"MGI:1859310","PWY3DJ-11470"
"MGI:1920932","PWY3DJ-11470"
"MGI:1915391","ALANINE-SYN2-PWY"
"MGI:95802","ALANINE-SYN2-PWY"
"MGI:1096353","PWY66-373"
"MGI:2442420","PWY66-373"
"MGI:87995","PWY66-373"
"MGI:87994","PWY66-373"
"MGI:101863","PWY66-373"
"MGI:1931052","PWY66-373"
"MGI:98797","PWY66-373"
"MGI:97448","CITRULLINE-DEG-PWY"
"MGI:1918957","PWY-5870"
"MGI:1926230","PWY0-1182"
"MGI:1270854","PWY0-1182"
"MGI:1923596","TRNA-CHARGING-PWY"
"MGI:1914297","TRNA-CHARGING-PWY"
"MGI:1351477","TRNA-CHARGING-PWY"
"MGI:1919191","TRNA-CHARGING-PWY"
"MGI:1915851","TRNA-CHARGING-PWY"
"MGI:1923813","TRNA-CHARGING-PWY"
"MGI:1914667","TRNA-CHARGING-PWY"
"MGI:1919586","TRNA-CHARGING-PWY"
"MGI:2145219","TRNA-CHARGING-PWY"
"MGI:2142973","TRNA-CHARGING-PWY"
"MGI:1913808","TRNA-CHARGING-PWY"
"MGI:1916165","TRNA-CHARGING-PWY"
"MGI:90675","TRNA-CHARGING-PWY"
"MGI:2384560","TRNA-CHARGING-PWY"
"MGI:2681839","TRNA-CHARGING-PWY"
"MGI:1916934","TRNA-CHARGING-PWY"
"MGI:2142075","TRNA-CHARGING-PWY"
"MGI:1917473","TRNA-CHARGING-PWY"
"MGI:2442510","TRNA-CHARGING-PWY"
"MGI:2442544","TRNA-CHARGING-PWY"
"MGI:2147627","TRNA-CHARGING-PWY"
"MGI:1917370","TRNA-CHARGING-PWY"
"MGI:1917810","TRNA-CHARGING-PWY"
"MGI:104630","TRNA-CHARGING-PWY"
"MGI:1919057","TRNA-CHARGING-PWY"
"MGI:106314","TRNA-CHARGING-PWY"
"MGI:2444486","TRNA-CHARGING-PWY"
"MGI:102809","TRNA-CHARGING-PWY"
"MGI:1919234","TRNA-CHARGING-PWY"
"MGI:97838","TRNA-CHARGING-PWY"
"MGI:2386296","TRNA-CHARGING-PWY"
"MGI:1346035","TRNA-CHARGING-PWY"
"MGI:1913840","TRNA-CHARGING-PWY"
"MGI:1917205","TRNA-CHARGING-PWY"
"MGI:2444136","TRNA-CHARGING-PWY"
"MGI:1345633","TRNA-CHARGING-PWY"
"MGI:1934754","TRNA-CHARGING-PWY"
"MGI:1918041","TRNA-CHARGING-PWY"
"MGI:108087","TRNA-CHARGING-PWY"
"MGI:2449057","TRNA-CHARGING-PWY"
"MGI:102476","TRNA-CHARGING-PWY"
"MGI:102490","TRNA-CHARGING-PWY"
"MGI:108119","TRNA-CHARGING-PWY"
"MGI:102477","TRNA-CHARGING-PWY"
"MGI:102488","TRNA-CHARGING-PWY"
"MGI:102482","TRNA-CHARGING-PWY"
"MGI:102484","TRNA-CHARGING-PWY"
"MGI:102481","TRNA-CHARGING-PWY"
"MGI:102472","TRNA-CHARGING-PWY"
"MGI:102491","TRNA-CHARGING-PWY"
"MGI:102479","TRNA-CHARGING-PWY"
"MGI:102489","TRNA-CHARGING-PWY"
