"ENTITY","PATHWAY"
"mmu:67530","M00152"
"mmu:22272","M00152"
"mmu:66152","M00152"
"mmu:66594","M00152"
"mmu:70383","M00154"
"mmu:17710","M00154"
"mmu:17708","M00154"
"mmu:17709","M00154"
"mmu:12857","M00154"
"mmu:84682","M00154"
"mmu:12858","M00154"
"mmu:12859","M00154"
"mmu:12861","M00154"
"mmu:12862","M00154"
"mmu:110323","M00154"
"mmu:333182","M00154"
"mmu:12864","M00154"
"mmu:12866","M00154"
"mmu:12865","M00154"
"mmu:20463","M00154"
"mmu:66142","M00154"
"mmu:78174","M00154"
"mmu:12867","M00154"
"mmu:12868","M00154"
"mmu:12869","M00154"
"mmu:75483","M00154"
"mmu:69802","M00154"
"mmu:226139","M00154"
"mmu:12856","M00154"
"mmu:11946","M00158"
"mmu:11947","M00158"
"mmu:11949","M00158"
"mmu:66043","M00158"
"mmu:67126","M00158"
"mmu:28080","M00158"
"mmu:17705","M00158"
"mmu:11950","M00158"
"mmu:11951","M00158"
"mmu:67942","M00158"
"mmu:228033","M00158"
"mmu:71679","M00158"
"mmu:11958","M00158"
"mmu:57423","M00158"
"mmu:27425","M00158"
"mmu:11957","M00158"
"mmu:17706","M00158"
"mmu:11964","M00160"
"mmu:11966","M00160"
"mmu:110935","M00160"
"mmu:66335","M00160"
"mmu:68775","M00160"
"mmu:73834","M00160"
"mmu:11973","M00160"
"mmu:74915","M00160"
"mmu:66144","M00160"
"mmu:66237","M00160"
"mmu:66290","M00160"
"mmu:338375","M00160"
"mmu:108664","M00160"
"mmu:11975","M00160"
"mmu:21871","M00160"
"mmu:27060","M00160"
"mmu:140494","M00160"
"mmu:114143","M00160"
"mmu:11984","M00160"
"mmu:11972","M00160"
"mmu:242341","M00160"
"mmu:11974","M00160"
"mmu:76252","M00160"
"mmu:54411","M00160"
"mmu:18655","M00165"
"mmu:18663","M00165"
"mmu:14433","M00165"
"mmu:11674","M00165"
"mmu:230163","M00165"
"mmu:11676","M00165"
"mmu:353204","M00165"
"mmu:14121","M00165"
"mmu:14120","M00165"
"mmu:21881","M00165"
"mmu:83553","M00165"
"mmu:74419","M00165"
"mmu:11674","M00165"
"mmu:230163","M00165"
"mmu:11676","M00165"
"mmu:353204","M00165"
"mmu:21881","M00165"
"mmu:83553","M00165"
"mmu:74419","M00165"
"mmu:19895","M00165"
"mmu:18655","M00166"
"mmu:18663","M00166"
"mmu:14433","M00166"
"mmu:11674","M00167"
"mmu:230163","M00167"
"mmu:11676","M00167"
"mmu:353204","M00167"
"mmu:14121","M00167"
"mmu:14120","M00167"
"mmu:21881","M00167"
"mmu:83553","M00167"
"mmu:74419","M00167"
"mmu:11674","M00167"
"mmu:230163","M00167"
"mmu:11676","M00167"
"mmu:353204","M00167"
"mmu:21881","M00167"
"mmu:83553","M00167"
"mmu:74419","M00167"
"mmu:19895","M00167"
"mmu:17449","M00168"
"mmu:17448","M00168"
"mmu:17436","M00169"
"mmu:109264","M00169"
"mmu:14718","M00170"
"mmu:14719","M00170"
"mmu:14718","M00171"
"mmu:14719","M00171"
"mmu:17449","M00171"
"mmu:17448","M00171"
"mmu:108682","M00171"
"mmu:76282","M00171"
"mmu:17436","M00172"
"mmu:109264","M00172"
"mmu:18563","M00173"
"mmu:14194","M00173"
"mmu:15926","M00173"
"mmu:269951","M00173"
"mmu:11429","M00173"
"mmu:11428","M00173"
"mmu:23972","M00176"
"mmu:23971","M00176"
"mmu:18597","M00307"
"mmu:18598","M00307"
"mmu:68263","M00307"
"mmu:235339","M00307"
"mmu:13382","M00307"
"mmu:27402","M00307"
"mmu:14433","M00308"
"mmu:18655","M00308"
"mmu:18663","M00308"
"mmu:12411","M00338"
"mmu:107869","M00338"
"mmu:225913","M00344"
"mmu:14121","M00344"
"mmu:14120","M00344"
"mmu:18641","M00345"
"mmu:18642","M00345"
"mmu:56421","M00345"
"mmu:20425","M00346"
"mmu:108037","M00346"
"mmu:11611","M00346"
"mmu:235582","M00346"
"mmu:13806","M00346"
"mmu:13807","M00346"
"mmu:13808","M00346"
"mmu:433182","M00346"
