"ENTITY","PATHWAY"
"15346","R-MMU-112316"
"15346","R-MMU-1428517"
"15346","R-MMU-1430728"
"15346","R-MMU-1482788"
"15346","R-MMU-1482798"
"15346","R-MMU-1482801"
"15346","R-MMU-1482839"
"15346","R-MMU-1482883"
"15346","R-MMU-1482922"
"15346","R-MMU-1482925"
"15346","R-MMU-1483166"
"15346","R-MMU-1483191"
"15346","R-MMU-1483206"
"15346","R-MMU-1483257"
"15346","R-MMU-156580"
"15346","R-MMU-156582"
"15346","R-MMU-156587"
"15346","R-MMU-159418"
"15346","R-MMU-159424"
"15346","R-MMU-162582"
"15346","R-MMU-162710"
"15346","R-MMU-1630316"
"15346","R-MMU-163125"
"15346","R-MMU-163685"
"15346","R-MMU-1638091"
"15346","R-MMU-1640170"
"15346","R-MMU-1660661"
"15346","R-MMU-168249"
"15346","R-MMU-168256"
"15346","R-MMU-174824"
"15346","R-MMU-177128"
"15346","R-MMU-177135"
"15346","R-MMU-177162"
"15346","R-MMU-1852241"
"15346","R-MMU-189445"
"15346","R-MMU-189451"
"15346","R-MMU-191273"
"15346","R-MMU-192105"
"15346","R-MMU-193368"
"15346","R-MMU-193775"
"15346","R-MMU-194068"
"15346","R-MMU-196783"
"15346","R-MMU-196849"
"15346","R-MMU-196854"
"15346","R-MMU-199220"
"15346","R-MMU-199991"
"15346","R-MMU-200425"
"15346","R-MMU-2024096"
"15346","R-MMU-2046104"
"15346","R-MMU-2046105"
"15346","R-MMU-2046106"
"15346","R-MMU-209776"
"15346","R-MMU-209931"
"15346","R-MMU-211859"
"15346","R-MMU-211945"
"15346","R-MMU-212165"
"15346","R-MMU-212436"
"15346","R-MMU-2142753"
"15346","R-MMU-2187335"
"15346","R-MMU-2187338"
"15346","R-MMU-2262752"
"15346","R-MMU-2467813"
"15346","R-MMU-2468052"
"15346","R-MMU-2500257"
"15346","R-MMU-2514856"
"15346","R-MMU-2514859"
"15346","R-MMU-2555396"
"15346","R-MMU-2559583"
"15346","R-MMU-2559586"
"15346","R-MMU-264642"
"15346","R-MMU-3214847"
"15346","R-MMU-3247509"
"15346","R-MMU-3371556"
"15346","R-MMU-3371568"
"15346","R-MMU-3371571"
"15346","R-MMU-351200"
"15346","R-MMU-351202"
"15346","R-MMU-3700989"
"15346","R-MMU-372790"
"15346","R-MMU-382551"
"15346","R-MMU-388396"
"15346","R-MMU-389599"
"15346","R-MMU-389887"
"15346","R-MMU-390247"
"15346","R-MMU-390918"
"15346","R-MMU-392499"
"15346","R-MMU-400451"
"15346","R-MMU-418594"
"15346","R-MMU-422356"
"15346","R-MMU-428157"
"15346","R-MMU-434313"
"15346","R-MMU-446193"
"15346","R-MMU-446203"
"15346","R-MMU-446210"
"15346","R-MMU-446219"
"15346","R-MMU-4839726"
"15346","R-MMU-5250913"
"15346","R-MMU-5250924"
"15346","R-MMU-5358346"
"15346","R-MMU-5358351"
"15346","R-MMU-5362517"
"15346","R-MMU-556833"
"15346","R-MMU-5617833"
"15346","R-MMU-5621481"
"15346","R-MMU-5621575"
"15346","R-MMU-5633007"
"15346","R-MMU-5653656"
"15346","R-MMU-5683826"
"15346","R-MMU-5693532"
"15346","R-MMU-5693548"
"15346","R-MMU-5693606"
"15346","R-MMU-597592"
"15346","R-MMU-6804758"
"15346","R-MMU-6811436"
"15346","R-MMU-6811442"
"15346","R-MMU-6811555"
"15346","R-MMU-68877"
"15346","R-MMU-68882"
"15346","R-MMU-68886"
"15346","R-MMU-69242"
"15346","R-MMU-69278"
"15346","R-MMU-70268"
"15346","R-MMU-70635"
"15346","R-MMU-70895"
"15346","R-MMU-71064"
"15346","R-MMU-71291"
"15346","R-MMU-71384"
"15346","R-MMU-71387"
"15346","R-MMU-71403"
"15346","R-MMU-71406"
"15346","R-MMU-73857"
"15346","R-MMU-73894"
"15346","R-MMU-74160"
"15346","R-MMU-74182"
"15346","R-MMU-75105"
"15346","R-MMU-75109"
"15346","R-MMU-75876"
"15346","R-MMU-75896"
"15346","R-MMU-77108"
"15346","R-MMU-77111"
"15346","R-MMU-77285"
"15346","R-MMU-77286"
"15346","R-MMU-77289"
"15346","R-MMU-77305"
"15346","R-MMU-77310"
"15346","R-MMU-77346"
"15346","R-MMU-77348"
"15346","R-MMU-77350"
"15346","R-MMU-8848584"
"15346","R-MMU-8849175"
"15346","R-MMU-8856688"
"15346","R-MMU-8878159"
"15346","R-MMU-8939211"
"15346","R-MMU-8951936"
"15346","R-MMU-8953897"
"15346","R-MMU-8957322"
"15346","R-MMU-8963693"
"15346","R-MMU-8963896"
"15346","R-MMU-8963898"
"15346","R-MMU-8964038"
"15346","R-MMU-8964043"
"15346","R-MMU-8978868"
"15346","R-MMU-8979227"
"15346","R-MMU-9006931"
"15346","R-MMU-9009391"
"15346","R-MMU-9614085"
"15346","R-MMU-9617629"
"15346","R-MMU-9640463"
"15351","R-MMU-112310"
"15351","R-MMU-112315"
"15351","R-MMU-112316"
"15351","R-MMU-1428517"
"15351","R-MMU-1430728"
"15351","R-MMU-1483191"
"15351","R-MMU-1483206"
"15351","R-MMU-1483257"
"15351","R-MMU-156580"
