"KEGG","OTHERID"
"mmu:100124487","100124487"
"mmu:100124488","100124488"
"mmu:100124489","100124489"
"mmu:100124491","100124491"
"mmu:100124492","100124492"
"mmu:100124493","100124493"
"mmu:100124494","100124494"
"mmu:100124495","100124495"
"mmu:100124496","100124496"
"mmu:100124624","100124624"
"mmu:100124625","100124625"
"mmu:100124626","100124626"
"mmu:100124627","100124627"
"mmu:100124640","100124640"
"mmu:100124641","100124641"
"mmu:100124642","100124642"
"mmu:100124643","100124643"
"mmu:100124649","100124649"
"mmu:100124668","100124668"
"mmu:100125586","100125586"
"mmu:100126226","100126226"
"mmu:100126765","100126765"
"mmu:100126766","100126766"
"mmu:100126768","100126768"
"mmu:100126773","100126773"
"mmu:100126774","100126774"
"mmu:100126775","100126775"
"mmu:100126776","100126776"
"mmu:100126777","100126777"
"mmu:100126778","100126778"
"mmu:100126779","100126779"
"mmu:100126824","100126824"
"mmu:100127111","100127111"
"mmu:100129","100129"
"mmu:100135654","100135654"
"mmu:100135657","100135657"
"mmu:100141474","100141474"
"mmu:100151772","100151772"
"mmu:100155","100155"
"mmu:100163","100163"
"mmu:100169","100169"
"mmu:100169864","100169864"
"mmu:100169868","100169868"
"mmu:100169871","100169871"
"mmu:100169889","100169889"
"mmu:100170401","100170401"
"mmu:100177","100177"
"mmu:100182","100182"
"mmu:100188919","100188919"
"mmu:100189605","100189605"
"mmu:100190765","100190765"
"mmu:100191037","100191037"
"mmu:100198","100198"
"mmu:100201","100201"
"mmu:100206","100206"
"mmu:100210","100210"
"mmu:100213","100213"
"mmu:100216455","100216455"
"mmu:100216474","100216474"
"mmu:100216530","100216530"
"mmu:100216531","100216531"
"mmu:100216532","100216532"
"mmu:100216533","100216533"
"mmu:100216534","100216534"
"mmu:100216535","100216535"
"mmu:100216536","100216536"
"mmu:100216537","100216537"
"mmu:100216538","100216538"
"mmu:100216539","100216539"
"mmu:100216540","100216540"
"mmu:100217413","100217413"
"mmu:100217414","100217414"
"mmu:100217415","100217415"
"mmu:100217416","100217416"
"mmu:100217417","100217417"
"mmu:100217418","100217418"
"mmu:100217419","100217419"
"mmu:100217420","100217420"
"mmu:100217421","100217421"
"mmu:100217422","100217422"
"mmu:100217423","100217423"
"mmu:100217424","100217424"
"mmu:100217425","100217425"
"mmu:100217426","100217426"
"mmu:100217427","100217427"
"mmu:100217428","100217428"
"mmu:100217429","100217429"
"mmu:100217430","100217430"
"mmu:100217431","100217431"
"mmu:100217432","100217432"
"mmu:100217433","100217433"
"mmu:100217434","100217434"
"mmu:100217435","100217435"
"mmu:100217436","100217436"
"mmu:100217437","100217437"
"mmu:100217438","100217438"
"mmu:100217439","100217439"
"mmu:100217440","100217440"
"mmu:100217441","100217441"
"mmu:100217442","100217442"
"mmu:100217443","100217443"
"mmu:100217444","100217444"
"mmu:100217445","100217445"
"mmu:100217446","100217446"
"mmu:100217447","100217447"
"mmu:100217448","100217448"
"mmu:100217449","100217449"
"mmu:100217450","100217450"
"mmu:100217451","100217451"
"mmu:100217452","100217452"
"mmu:100217453","100217453"
"mmu:100217454","100217454"
"mmu:100217455","100217455"
"mmu:100217456","100217456"
"mmu:100217457","100217457"
"mmu:100217458","100217458"
"mmu:100217459","100217459"
"mmu:100217460","100217460"
"mmu:100217461","100217461"
"mmu:100217462","100217462"
"mmu:100217463","100217463"
"mmu:100217464","100217464"
"mmu:100217465","100217465"
"mmu:100217466","100217466"
"mmu:100217467","100217467"
"mmu:100217468","100217468"
"mmu:100217469","100217469"
"mmu:100226","100226"
"mmu:100233175","100233175"
"mmu:100233207","100233207"
"mmu:100233208","100233208"
"mmu:100270744","100270744"
"mmu:100271704","100271704"
"mmu:100271882","100271882"
"mmu:100271928","100271928"
"mmu:100273","100273"
"mmu:100294583","100294583"
"mmu:100294660","100294660"
"mmu:100302498","100302498"
"mmu:100302499","100302499"
"mmu:100302529","100302529"
"mmu:100302565","100302565"
"mmu:100302567","100302567"
"mmu:100302592","100302592"
"mmu:100302593","100302593"
"mmu:100302594","100302594"
"mmu:100302600","100302600"
"mmu:100302601","100302601"
"mmu:100302688","100302688"
"mmu:100302731","100302731"
"mmu:100303646","100303646"
"mmu:100303647","100303647"
"mmu:100303732","100303732"
"mmu:100303736","100303736"
"mmu:100303740","100303740"
"mmu:100303744","100303744"
"mmu:100303746","100303746"
"mmu:100303747","100303747"
"mmu:100303751","100303751"
"mmu:100306943","100306943"
"mmu:100306944","100306944"
"mmu:100306945","100306945"
"mmu:100306952","100306952"
"mmu:100306954","100306954"
"mmu:100306955","100306955"
"mmu:100306957","100306957"
"mmu:100310809","100310809"
"mmu:100310813","100310813"
"mmu:100310872","100310872"
"mmu:100312470","100312470"
"mmu:100312471","100312471"
"mmu:100312473","100312473"
"mmu:100312474","100312474"
"mmu:100312475","100312475"
"mmu:100312476","100312476"
"mmu:100312477","100312477"
"mmu:100312484","100312484"
"mmu:100312485","100312485"
"mmu:100312948","100312948"
"mmu:100312949","100312949"
"mmu:100312956","100312956"
"mmu:100312986","100312986"
"mmu:100312987","100312987"
"mmu:100313519","100313519"
"mmu:100313943","100313943"
"mmu:100316663","100316663"
"mmu:100316664","100316664"
"mmu:100316665","100316665"
"mmu:100316667","100316667"
"mmu:100316668","100316668"
"mmu:100316669","100316669"
"mmu:100316670","100316670"
"mmu:100316671","100316671"
"mmu:100316672","100316672"
"mmu:100316673","100316673"
"mmu:100316674","100316674"
"mmu:100316675","100316675"
"mmu:100316676","100316676"
"mmu:100316677","100316677"
"mmu:100316678","100316678"
"mmu:100316679","100316679"
"mmu:100316680","100316680"
"mmu:100316681","100316681"
"mmu:100316682","100316682"
"mmu:100316683","100316683"
"mmu:100316684","100316684"
"mmu:100316685","100316685"
"mmu:100316686","100316686"
"mmu:100316687","100316687"
"mmu:100316688","100316688"
"mmu:100316689","100316689"
"mmu:100316690","100316690"
"mmu:100316693","100316693"
"mmu:100316694","100316694"
"mmu:100316695","100316695"
"mmu:100316697","100316697"
"mmu:100316698","100316698"
"mmu:100316699","100316699"
"mmu:100316700","100316700"
"mmu:100316701","100316701"
"mmu:100316702","100316702"
"mmu:100316703","100316703"
"mmu:100316704","100316704"
"mmu:100316705","100316705"
"mmu:100316706","100316706"
"mmu:100316708","100316708"
"mmu:100316709","100316709"
"mmu:100316710","100316710"
"mmu:100316711","100316711"
"mmu:100316712","100316712"
"mmu:100316713","100316713"
"mmu:100316714","100316714"
"mmu:100316715","100316715"
"mmu:100316716","100316716"
"mmu:100316717","100316717"
"mmu:100316725","100316725"
"mmu:100316727","100316727"
"mmu:100316735","100316735"
"mmu:100316736","100316736"
"mmu:100316737","100316737"
"mmu:100316739","100316739"
"mmu:100316749","100316749"
"mmu:100316751","100316751"
"mmu:100316752","100316752"
"mmu:100316753","100316753"
"mmu:100316756","100316756"
"mmu:100316769","100316769"
"mmu:100316770","100316770"
"mmu:100316772","100316772"
"mmu:100316773","100316773"
"mmu:100316774","100316774"
"mmu:100316775","100316775"
"mmu:100316776","100316776"
"mmu:100316777","100316777"
"mmu:100316778","100316778"
"mmu:100316779","100316779"
"mmu:100316783","100316783"
"mmu:100316784","100316784"
"mmu:100316802","100316802"
"mmu:100316803","100316803"
"mmu:100316804","100316804"
"mmu:100316805","100316805"
"mmu:100316806","100316806"
"mmu:100316807","100316807"
"mmu:100316808","100316808"
"mmu:100316809","100316809"
"mmu:100316810","100316810"
"mmu:100316811","100316811"
"mmu:100316812","100316812"
"mmu:100316814","100316814"
"mmu:100316815","100316815"
"mmu:100316816","100316816"
"mmu:100316818","100316818"
"mmu:100316819","100316819"
"mmu:100316820","100316820"
"mmu:100316821","100316821"
"mmu:100316827","100316827"
"mmu:100316831","100316831"
"mmu:100316832","100316832"
"mmu:100316833","100316833"
"mmu:100316834","100316834"
"mmu:100316839","100316839"
"mmu:100316840","100316840"
"mmu:100316841","100316841"
"mmu:100316932","100316932"
"mmu:100317","100317"
"mmu:100322896","100322896"
"mmu:100328588","100328588"
"mmu:100336","100336"
"mmu:100340","100340"
"mmu:100342","100342"
"mmu:100379145","100379145"
"mmu:100383","100383"
"mmu:100384868","100384868"
"mmu:100415785","100415785"
"mmu:100416706","100416706"
"mmu:100417514","100417514"
"mmu:100434","100434"
"mmu:100463512","100463512"
"mmu:100465","100465"
"mmu:100470","100470"
"mmu:100494","100494"
"mmu:100499512","100499512"
"mmu:100499513","100499513"
"mmu:100499514","100499514"
"mmu:100499517","100499517"
"mmu:100499518","100499518"
"mmu:100499519","100499519"
"mmu:100499521","100499521"
"mmu:100499523","100499523"
"mmu:100499526","100499526"
"mmu:100499528","100499528"
