KEGG	OTHERID	OTHERTYPE
C12001	21669911	PUBCHEM_CID
C12002	6437420	PUBCHEM_CID
C12003	46173794	PUBCHEM_CID
C12006	443576	PUBCHEM_CID
C12007	5282042	PUBCHEM_CID
C12008	16129628	PUBCHEM_CID
C12009	22525209	PUBCHEM_CID
C12011	54704423	PUBCHEM_CID
C12012	54686904	PUBCHEM_CID
C12013	16129629	PUBCHEM_CID
C12014	445806	PUBCHEM_CID
C12016	16131155	PUBCHEM_CID
C12017	443580	PUBCHEM_CID
C12018	9890450	PUBCHEM_CID
C12019	443582	PUBCHEM_CID
C12020	5282045	PUBCHEM_CID
C12021	195578	PUBCHEM_CID
C12022	443584	PUBCHEM_CID
C12023	11953994	PUBCHEM_CID
C12024	16129631	PUBCHEM_CID
C12025	443585	PUBCHEM_CID
C12026	443586	PUBCHEM_CID
C12027	443587	PUBCHEM_CID
C12029	5282047	PUBCHEM_CID
C12032	54706138	PUBCHEM_CID
C12033	151001	PUBCHEM_CID
C12034	16136912	PUBCHEM_CID
C12035	16135702	PUBCHEM_CID
C12036	16152970	PUBCHEM_CID
C12037	5462518	PUBCHEM_CID
C12038	5462519	PUBCHEM_CID
C12039	447865	PUBCHEM_CID
C12040	443590	PUBCHEM_CID
C12041	16129635	PUBCHEM_CID
C12042	62705048	PUBCHEM_CID
C12043	443592	PUBCHEM_CID
C12044	6324616	PUBCHEM_CID
C12045	5282049	PUBCHEM_CID
C12046	16198036	PUBCHEM_CID
C12047	56928075	PUBCHEM_CID
C12048	5282051	PUBCHEM_CID
C12049	447545	PUBCHEM_CID
C12050	443597	PUBCHEM_CID
C12051	5282052	PUBCHEM_CID
C12052	5282053	PUBCHEM_CID
C12053	25084015	PUBCHEM_CID
C12054	16129638	PUBCHEM_CID
C12055	16129639	PUBCHEM_CID
C12056	443600	PUBCHEM_CID
C12057	443601	PUBCHEM_CID
C12058	5282054	PUBCHEM_CID
C12059	5564	PUBCHEM_CID
C12062	443602	PUBCHEM_CID
C12063	5282055	PUBCHEM_CID
C12064	5055	PUBCHEM_CID
C12065	656958	PUBCHEM_CID
C12066	443605	PUBCHEM_CID
C12067	443606	PUBCHEM_CID
C12068	16129640	PUBCHEM_CID
C12069	449065	PUBCHEM_CID
C12070	5282056	PUBCHEM_CID
C12072	46173795	PUBCHEM_CID
C12073	5282058	PUBCHEM_CID
C12075	49787018	PUBCHEM_CID
C12076	443612	PUBCHEM_CID
C12077	443613	PUBCHEM_CID
C12078	94391	PUBCHEM_CID
C12079	158637	PUBCHEM_CID
C12080	5282060	PUBCHEM_CID
C12081	443614	PUBCHEM_CID
C12082	443615	PUBCHEM_CID
C12083	5282061	PUBCHEM_CID
C12085	54680478	PUBCHEM_CID
C12087	54704424	PUBCHEM_CID
C12088	796857	PUBCHEM_CID
C12089	5282064	PUBCHEM_CID
C12090	54704425	PUBCHEM_CID
C12091	443619	PUBCHEM_CID
C12092	24883420	PUBCHEM_CID
C12093	5282066	PUBCHEM_CID
C12095	5282067	PUBCHEM_CID
C12096	5282068	PUBCHEM_CID
C12098	5282069	PUBCHEM_CID
C12099	6441014	PUBCHEM_CID
C12100	192796	PUBCHEM_CID
C12101	69470	PUBCHEM_CID
C12102	5282071	PUBCHEM_CID
C12103	443625	PUBCHEM_CID
C12104	15091	PUBCHEM_CID
C12105	55977	PUBCHEM_CID
C12106	56928076	PUBCHEM_CID
C12107	127115	PUBCHEM_CID
C12108	443627	PUBCHEM_CID
C12109	443628	PUBCHEM_CID
C12110	3445	PUBCHEM_CID
C12111	6438330	PUBCHEM_CID
C12112	443629	PUBCHEM_CID
C12113	443630	PUBCHEM_CID
C12114	443631	PUBCHEM_CID
C12115	65083	PUBCHEM_CID
C12116	443632	PUBCHEM_CID
C12117	56928077	PUBCHEM_CID
C12118	443634	PUBCHEM_CID
C12119	193025	PUBCHEM_CID
C12120	443635	PUBCHEM_CID
C12121	443636	PUBCHEM_CID
C12122	643542	PUBCHEM_CID
C12123	5282073	PUBCHEM_CID
C12124	443638	PUBCHEM_CID
C12125	3764	PUBCHEM_CID
C12127	65084	PUBCHEM_CID
C12128	443639	PUBCHEM_CID
C12129	16129641	PUBCHEM_CID
C12130	11979368	PUBCHEM_CID
C12131	16129642	PUBCHEM_CID
C12132	16129643	PUBCHEM_CID
C12133	11972330	PUBCHEM_CID
C12134	5282074	PUBCHEM_CID
C12135	5282075	PUBCHEM_CID
C12136	72277	PUBCHEM_CID
C12137	443648	PUBCHEM_CID
C12138	443650	PUBCHEM_CID
C12139	443651	PUBCHEM_CID
C12140	443652	PUBCHEM_CID
C12141	443654	PUBCHEM_CID
C12142	14355861	PUBCHEM_CID
C12143	121965	PUBCHEM_CID
C12144	122121	PUBCHEM_CID
C12147	3246323	PUBCHEM_CID
C12148	447884	PUBCHEM_CID
C12149	5282077	PUBCHEM_CID
C12150	5282078	PUBCHEM_CID
C12151	5282079	PUBCHEM_CID
C12152	11953997	PUBCHEM_CID
C12153	448799	PUBCHEM_CID
C12154	448013	PUBCHEM_CID
C12155	11286230	PUBCHEM_CID
C12156	11953998	PUBCHEM_CID
C12157	11953999	PUBCHEM_CID
C12158	11954000	PUBCHEM_CID
C12159	5282085	PUBCHEM_CID
C12160	11954001	PUBCHEM_CID
C12161	11954002	PUBCHEM_CID
C12162	398937	PUBCHEM_CID
C12163	443669	PUBCHEM_CID
C12164	443670	PUBCHEM_CID
C12165	443671	PUBCHEM_CID
C12166	443672	PUBCHEM_CID
C12167	90075	PUBCHEM_CID
C12168	399204	PUBCHEM_CID
C12169	56928078	PUBCHEM_CID
C12170	193339	PUBCHEM_CID
C12171	56928079	PUBCHEM_CID
C12172	443676	PUBCHEM_CID
C12173	9838394	PUBCHEM_CID
C12174	443678	PUBCHEM_CID
C12176	46173796	PUBCHEM_CID
C12177	5282092	PUBCHEM_CID
C12178	375117	PUBCHEM_CID
C12179	443682	PUBCHEM_CID
C12180	443683	PUBCHEM_CID
C12181	188957	PUBCHEM_CID
C12182	443684	PUBCHEM_CID
C12183	443685	PUBCHEM_CID
C12184	443686	PUBCHEM_CID
C12185	443687	PUBCHEM_CID
C12186	443688	PUBCHEM_CID
C12187	443689	PUBCHEM_CID
C12188	443690	PUBCHEM_CID
C12189	159646	PUBCHEM_CID
C12190	388787	PUBCHEM_CID
C12191	443691	PUBCHEM_CID
C12192	443692	PUBCHEM_CID
C12193	443693	PUBCHEM_CID
C12194	443694	PUBCHEM_CID
C12195	443695	PUBCHEM_CID
C12196	443696	PUBCHEM_CID
C12197	443697	PUBCHEM_CID
C12198	443698	PUBCHEM_CID
C12199	443699	PUBCHEM_CID
C12200	443700	PUBCHEM_CID
C12201	181538	PUBCHEM_CID
C12202	5282093	PUBCHEM_CID
C12203	44229079	PUBCHEM_CID
C12204	5282094	PUBCHEM_CID
C12205	5282095	PUBCHEM_CID
C12206	5282096	PUBCHEM_CID
C12208	6441280	PUBCHEM_CID
C12210	23724518	PUBCHEM_CID
C12211	16667369	PUBCHEM_CID
C12212	443709	PUBCHEM_CID
C12213	443710	PUBCHEM_CID
C12214	443711	PUBCHEM_CID
C12215	18439579	PUBCHEM_CID
C12216	6536775	PUBCHEM_CID
C12217	115022	PUBCHEM_CID
C12218	443714	PUBCHEM_CID
C12219	125349	PUBCHEM_CID
C12220	16093504	PUBCHEM_CID
C12221	10873133	PUBCHEM_CID
C12222	443716	PUBCHEM_CID
C12223	443717	PUBCHEM_CID
C12224	443718	PUBCHEM_CID
C12225	147279	PUBCHEM_CID
C12226	443719	PUBCHEM_CID
C12227	2703	PUBCHEM_CID
C12228	356660	PUBCHEM_CID
C12229	443720	PUBCHEM_CID
C12230	356662	PUBCHEM_CID
C12231	69510	PUBCHEM_CID
C12232	443722	PUBCHEM_CID
C12233	443723	PUBCHEM_CID
C12234	443724	PUBCHEM_CID
C12235	443725	PUBCHEM_CID
C12236	321919	PUBCHEM_CID
C12237	443726	PUBCHEM_CID
C12238	443727	PUBCHEM_CID
C12239	443728	PUBCHEM_CID
C12240	443729	PUBCHEM_CID
C12241	443730	PUBCHEM_CID
C12242	197810	PUBCHEM_CID
C12243	443731	PUBCHEM_CID
C12244	443732	PUBCHEM_CID
C12245	443733	PUBCHEM_CID
C12246	46173797	PUBCHEM_CID
C12247	10100825	PUBCHEM_CID
C12248	443736	PUBCHEM_CID
C12249	5282102	PUBCHEM_CID
C12250	321920	PUBCHEM_CID
C12251	443737	PUBCHEM_CID
C12252	443738	PUBCHEM_CID
C12253	443739	PUBCHEM_CID
C12254	443740	PUBCHEM_CID
C12255	443741	PUBCHEM_CID
C12256	443742	PUBCHEM_CID
C12257	164609	PUBCHEM_CID
C12258	443743	PUBCHEM_CID
C12259	443744	PUBCHEM_CID
C12260	443745	PUBCHEM_CID
C12261	443746	PUBCHEM_CID
C12262	443747	PUBCHEM_CID
C12263	5282103	PUBCHEM_CID
C12264	5282104	PUBCHEM_CID
C12269	22880	PUBCHEM_CID
C12270	71120	PUBCHEM_CID
C12271	5282105	PUBCHEM_CID
C12272	5282106	PUBCHEM_CID
C12276	443753	PUBCHEM_CID
C12277	6093208	PUBCHEM_CID
C12278	10692	PUBCHEM_CID
C12280	5282107	PUBCHEM_CID
C12283	5143	PUBCHEM_CID
C12284	656582	PUBCHEM_CID
C12285	71485	PUBCHEM_CID
C12286	5282108	PUBCHEM_CID
C12287	638014	PUBCHEM_CID
C12288	1712058	PUBCHEM_CID
C12289	12613	PUBCHEM_CID
C12290	7945	PUBCHEM_CID
C12292	7799	PUBCHEM_CID
C12293	8052	PUBCHEM_CID
C12294	5282109	PUBCHEM_CID
C12295	7778	PUBCHEM_CID
C12296	31276	PUBCHEM_CID
C12297	12146	PUBCHEM_CID
C12298	9017	PUBCHEM_CID
C12299	5282110	PUBCHEM_CID
C12300	111037	PUBCHEM_CID
C12301	88693	PUBCHEM_CID
C12302	82480	PUBCHEM_CID
C12303	7654	PUBCHEM_CID
C12304	31272	PUBCHEM_CID
C12305	4133	PUBCHEM_CID
C12306	17617	PUBCHEM_CID
C12307	8175	PUBCHEM_CID
C12308	46173798	PUBCHEM_CID
C12310	443757	PUBCHEM_CID
C12311	134184	PUBCHEM_CID
C12312	321710	PUBCHEM_CID
C12313	92903	PUBCHEM_CID
C12314	443044	PUBCHEM_CID
C12316	443758	PUBCHEM_CID
C12317	90624	PUBCHEM_CID
C12318	15519420	PUBCHEM_CID
C12319	15519421	PUBCHEM_CID
C12320	24892776	PUBCHEM_CID
C12321	15519422	PUBCHEM_CID
C12322	23250406	PUBCHEM_CID
C12323	36143	PUBCHEM_CID
C12324	71448900	PUBCHEM_CID
C12325	443765	PUBCHEM_CID
C12326	22955	PUBCHEM_CID
C12327	92716	PUBCHEM_CID
C12328	10233	PUBCHEM_CID
C12329	443766	PUBCHEM_CID
C12330	443767	PUBCHEM_CID
C12331	443768	PUBCHEM_CID
C12332	54691338	PUBCHEM_CID
C12333	54691339	PUBCHEM_CID
C12334	54691340	PUBCHEM_CID
C12335	54691341	PUBCHEM_CID
C12336	443773	PUBCHEM_CID
C12337	443774	PUBCHEM_CID
C12338	392421	PUBCHEM_CID
C12339	185971	PUBCHEM_CID
C12340	179169	PUBCHEM_CID
C12341	443775	PUBCHEM_CID
C12342	443776	PUBCHEM_CID
C12343	443777	PUBCHEM_CID
C12344	443778	PUBCHEM_CID
C12345	443779	PUBCHEM_CID
C12346	443780	PUBCHEM_CID
C12347	443781	PUBCHEM_CID
C12366	6438887	PUBCHEM_CID
C12367	127693	PUBCHEM_CID
C12368	196730	PUBCHEM_CID
C12369	195205	PUBCHEM_CID
C12370	443783	PUBCHEM_CID
C12371	134024	PUBCHEM_CID
C12372	443784	PUBCHEM_CID
C12373	443785	PUBCHEM_CID
C12374	443786	PUBCHEM_CID
C12375	443787	PUBCHEM_CID
C12376	443788	PUBCHEM_CID
C12377	443789	PUBCHEM_CID
C12378	443790	PUBCHEM_CID
C12379	49787019	PUBCHEM_CID
C12380	129395	PUBCHEM_CID
C12381	10009567	PUBCHEM_CID
C12382	443794	PUBCHEM_CID
C12383	443795	PUBCHEM_CID
C12384	443796	PUBCHEM_CID
C12385	443797	PUBCHEM_CID
C12386	443798	PUBCHEM_CID
C12387	443799	PUBCHEM_CID
C12388	443800	PUBCHEM_CID
C12389	163659	PUBCHEM_CID
C12390	443801	PUBCHEM_CID
C12391	5282118	PUBCHEM_CID
C12392	443803	PUBCHEM_CID
C12393	443804	PUBCHEM_CID
C12394	161865	PUBCHEM_CID
C12395	50986109	PUBCHEM_CID
C12396	160887	PUBCHEM_CID
C12397	99188	PUBCHEM_CID
C12398	443807	PUBCHEM_CID
C12399	443808	PUBCHEM_CID
C12400	379539	PUBCHEM_CID
C12401	443809	PUBCHEM_CID
C12402	443810	PUBCHEM_CID
C12403	443811	PUBCHEM_CID
C12404	443812	PUBCHEM_CID
C12405	443813	PUBCHEM_CID
C12406	175974	PUBCHEM_CID
C12407	443814	PUBCHEM_CID
C12408	443815	PUBCHEM_CID
C12409	443816	PUBCHEM_CID
C12410	443817	PUBCHEM_CID
C12411	443818	PUBCHEM_CID
C12412	73441	PUBCHEM_CID
C12413	443819	PUBCHEM_CID
C12414	197259	PUBCHEM_CID
C12415	443820	PUBCHEM_CID
C12416	443821	PUBCHEM_CID
C12417	443822	PUBCHEM_CID
C12418	443823	PUBCHEM_CID
C12419	196523	PUBCHEM_CID
C12420	53297358	PUBCHEM_CID
C12421	9930620	PUBCHEM_CID
C12422	53297359	PUBCHEM_CID
C12423	443827	PUBCHEM_CID
C12424	159776	PUBCHEM_CID
C12425	99207	PUBCHEM_CID
C12426	443828	PUBCHEM_CID
C12427	126779	PUBCHEM_CID
C12428	443829	PUBCHEM_CID
C12429	157384	PUBCHEM_CID
C12430	83845	PUBCHEM_CID
C12431	443830	PUBCHEM_CID
C12432	443831	PUBCHEM_CID
C12433	443832	PUBCHEM_CID
C12434	443833	PUBCHEM_CID
C12435	443834	PUBCHEM_CID
C12436	443835	PUBCHEM_CID
C12437	12967404	PUBCHEM_CID
C12440	188288	PUBCHEM_CID
C12443	23250405	PUBCHEM_CID
C12444	46173800	PUBCHEM_CID
C12446	46173801	PUBCHEM_CID
C12447	24892777	PUBCHEM_CID
C12448	443844	PUBCHEM_CID
C12449	443845	PUBCHEM_CID
C12450	71448901	PUBCHEM_CID
C12451	443847	PUBCHEM_CID
C12452	103008	PUBCHEM_CID
C12453	103008	PUBCHEM_CID
C12454	443848	PUBCHEM_CID
C12455	443849	PUBCHEM_CID
C12456	443850	PUBCHEM_CID
C12457	443851	PUBCHEM_CID
C12458	443852	PUBCHEM_CID
C12459	443853	PUBCHEM_CID
C12466	54691342	PUBCHEM_CID
C12468	54691343	PUBCHEM_CID
C12469	54691344	PUBCHEM_CID
C12471	54691345	PUBCHEM_CID
C12472	54691346	PUBCHEM_CID
C12473	54691347	PUBCHEM_CID
C12474	54691348	PUBCHEM_CID
C12475	54691349	PUBCHEM_CID
C12476	54691350	PUBCHEM_CID
C12477	443861	PUBCHEM_CID
C12478	54691351	PUBCHEM_CID
C12479	54691352	PUBCHEM_CID
C12480	54691353	PUBCHEM_CID
C12481	46173802	PUBCHEM_CID
C12486	7628	PUBCHEM_CID
C12490	443867	PUBCHEM_CID
C12491	13916	PUBCHEM_CID
C12505	24843	PUBCHEM_CID
C12508	5311309	PUBCHEM_CID
C12512	443872	PUBCHEM_CID
C12518	3485	PUBCHEM_CID
C12525	242332	PUBCHEM_CID
C12531	5381	PUBCHEM_CID
C12535	5526	PUBCHEM_CID
C12537	2345	PUBCHEM_CID
C12538	25517	PUBCHEM_CID
C12539	8478	PUBCHEM_CID
C12540	5332	PUBCHEM_CID
C12552	4621	PUBCHEM_CID
C12554	517044	PUBCHEM_CID
C12557	9571075	PUBCHEM_CID
C12560	60934	PUBCHEM_CID
C12564	60795	PUBCHEM_CID
C12567	6850729	PUBCHEM_CID
C12568	14797	PUBCHEM_CID
C12569	14798	PUBCHEM_CID
C12570	3007857	PUBCHEM_CID
C12574	5282139	PUBCHEM_CID
C12580	656583	PUBCHEM_CID
C12590	72060	PUBCHEM_CID
C12599	60877	PUBCHEM_CID
C12600	4766	PUBCHEM_CID
C12603	516892	PUBCHEM_CID
C12609	23663939	PUBCHEM_CID
C12616	9047	PUBCHEM_CID
C12621	637541	PUBCHEM_CID
C12622	5282145	PUBCHEM_CID
C12623	5282146	PUBCHEM_CID
C12624	5282147	PUBCHEM_CID
C12625	5282148	PUBCHEM_CID
C12626	5282149	PUBCHEM_CID
C12627	5282150	PUBCHEM_CID
C12628	5282151	PUBCHEM_CID
C12629	443901	PUBCHEM_CID
C12630	5282152	PUBCHEM_CID
C12631	443902	PUBCHEM_CID
C12632	5282153	PUBCHEM_CID
C12633	5282154	PUBCHEM_CID
C12634	5282155	PUBCHEM_CID
C12635	5282156	PUBCHEM_CID
C12636	11954006	PUBCHEM_CID
C12637	5487635	PUBCHEM_CID
C12638	5282159	PUBCHEM_CID
C12639	5282160	PUBCHEM_CID
C12640	5282161	PUBCHEM_CID
C12641	5282162	PUBCHEM_CID
C12642	443913	PUBCHEM_CID
C12643	443915	PUBCHEM_CID
C12644	443917	PUBCHEM_CID
C12645	443919	PUBCHEM_CID
C12646	443921	PUBCHEM_CID
C12647	25195385	PUBCHEM_CID
C12649	22230	PUBCHEM_CID
C12650	60953	PUBCHEM_CID
C12656	443928	PUBCHEM_CID
C12661	4677	PUBCHEM_CID
C12662	5282165	PUBCHEM_CID
C12667	5282166	PUBCHEM_CID
C12668	5282167	PUBCHEM_CID
C12673	5386	PUBCHEM_CID
C12675	2348	PUBCHEM_CID
C12677	15789	PUBCHEM_CID
C12679	12456	PUBCHEM_CID
C12685	2910	PUBCHEM_CID
C12691	23668837	PUBCHEM_CID
C12695	443936	PUBCHEM_CID
C12712	23676503	PUBCHEM_CID
C12717	443942	PUBCHEM_CID
C12724	9270	PUBCHEM_CID
C12729	9324	PUBCHEM_CID
C12739	18343	PUBCHEM_CID
C12750	20055424	PUBCHEM_CID
C12753	202225	PUBCHEM_CID
C12755	4066	PUBCHEM_CID
C12766	19003	PUBCHEM_CID
C12767	67686	PUBCHEM_CID
C12768	160243	PUBCHEM_CID
C12786	5282415	PUBCHEM_CID
C12796	443953	PUBCHEM_CID
C12798	5702285	PUBCHEM_CID
C12811	235905	PUBCHEM_CID
C12814	20749	PUBCHEM_CID
C12816	5284613	PUBCHEM_CID
C12819	10255	PUBCHEM_CID
C12829	2447	PUBCHEM_CID
C12831	32817	PUBCHEM_CID
C12832	443959	PUBCHEM_CID
C12833	5282170	PUBCHEM_CID
C12834	11954007	PUBCHEM_CID
C12835	5282172	PUBCHEM_CID
C12836	443963	PUBCHEM_CID
C12837	443964	PUBCHEM_CID
C12838	5280677	PUBCHEM_CID
C12839	443965	PUBCHEM_CID
C12842	4990	PUBCHEM_CID
C12849	4765	PUBCHEM_CID
C12853	27200	PUBCHEM_CID
C12859	13791	PUBCHEM_CID
C12862	72120	PUBCHEM_CID
C12864	108143	PUBCHEM_CID
C12865	7191	PUBCHEM_CID
C12869	71774	PUBCHEM_CID
C12871	92727	PUBCHEM_CID
C12876	5483	PUBCHEM_CID
C12886	102220	PUBCHEM_CID
C12888	16623	PUBCHEM_CID
C12889	142752	PUBCHEM_CID
C12891	49787020	PUBCHEM_CID
C12893	11029	PUBCHEM_CID
C12896	23724520	PUBCHEM_CID
C12905	5282176	PUBCHEM_CID
C12915	156333	PUBCHEM_CID
C12919	5283734	PUBCHEM_CID
C12933	54691354	PUBCHEM_CID
C12935	62820	PUBCHEM_CID
C12937	23724521	PUBCHEM_CID
C12946	2486	PUBCHEM_CID
C12948	135004	PUBCHEM_CID
C12954	6419915	PUBCHEM_CID
C12958	19536	PUBCHEM_CID
C12959	94279	PUBCHEM_CID
C12961	23672582	PUBCHEM_CID
C12962	38283	PUBCHEM_CID
C12967	5282180	PUBCHEM_CID
C12978	66066	PUBCHEM_CID
C12979	5284529	PUBCHEM_CID
C12981	27990	PUBCHEM_CID
C12986	443992	PUBCHEM_CID
C12987	443993	PUBCHEM_CID
C12988	443994	PUBCHEM_CID
C12989	92907	PUBCHEM_CID
C13008	4021	PUBCHEM_CID
C13014	6862	PUBCHEM_CID
C13016	9568618	PUBCHEM_CID
C13024	23724523	PUBCHEM_CID
C13031	444000	PUBCHEM_CID
C13034	2450	PUBCHEM_CID
C13037	5857	PUBCHEM_CID
C13038	3371	PUBCHEM_CID
C13044	10850	PUBCHEM_CID
C13048	66067	PUBCHEM_CID
C13050	123847	PUBCHEM_CID
C13051	123953	PUBCHEM_CID
C13055	54680782	PUBCHEM_CID
C13058	30465	PUBCHEM_CID
C13061	65280	PUBCHEM_CID
C13072	68654	PUBCHEM_CID
C13077	8225	PUBCHEM_CID
C13085	23677976	PUBCHEM_CID
C13086	83030	PUBCHEM_CID
C13089	5489410	PUBCHEM_CID
C13101	3606	PUBCHEM_CID
C13102	16683874	PUBCHEM_CID
C13103	5282189	PUBCHEM_CID
C13104	23724525	PUBCHEM_CID
C13106	60754	PUBCHEM_CID
C13109	23724526	PUBCHEM_CID
C13110	23682190	PUBCHEM_CID
C13112	25050	PUBCHEM_CID
C13127	65457	PUBCHEM_CID
C13129	444021	PUBCHEM_CID
C13138	14866	PUBCHEM_CID
C13140	6850728	PUBCHEM_CID
C13142	23690298	PUBCHEM_CID
C13143	23671563	PUBCHEM_CID
C13144	6438130	PUBCHEM_CID
C13154	6674	PUBCHEM_CID
C13167	159729	PUBCHEM_CID
C13168	444034	PUBCHEM_CID
C13173	6915744	PUBCHEM_CID
C13179	3357	PUBCHEM_CID
C13182	444040	PUBCHEM_CID
C13183	444041	PUBCHEM_CID
C13189	5360316	PUBCHEM_CID
C13192	24507	PUBCHEM_CID
C13194	24497	PUBCHEM_CID
C13197	24450	PUBCHEM_CID
C13198	253877	PUBCHEM_CID
C13199	24436	PUBCHEM_CID
C13202	86472	PUBCHEM_CID
C13229	23674183	PUBCHEM_CID
C13235	656601	PUBCHEM_CID
C13240	3283	PUBCHEM_CID
C13244	2206	PUBCHEM_CID
C13249	71474	PUBCHEM_CID
C13254	22529	PUBCHEM_CID
C13269	71961	PUBCHEM_CID
C13273	5282197	PUBCHEM_CID
C13280	47528	PUBCHEM_CID
C13297	5282199	PUBCHEM_CID
C13299	5282200	PUBCHEM_CID
C13301	50224	PUBCHEM_CID
C13309	11954010	PUBCHEM_CID
C13310	23663972	PUBCHEM_CID
C13311	198695	PUBCHEM_CID
C13326	5478927	PUBCHEM_CID
C13334	24848419	PUBCHEM_CID
C13342	6271	PUBCHEM_CID
C13355	2196	PUBCHEM_CID
C13358	636398	PUBCHEM_CID
C13364	23724822	PUBCHEM_CID
C13373	23991	PUBCHEM_CID
C13376	23663969	PUBCHEM_CID
C13377	5284416	PUBCHEM_CID
C13378	5289462	PUBCHEM_CID
C13383	6374	PUBCHEM_CID
C13391	10176082	PUBCHEM_CID
C13392	9231	PUBCHEM_CID
C13400	162733	PUBCHEM_CID
C13403	23669229	PUBCHEM_CID
C13410	656612	PUBCHEM_CID
C13414	23663963	PUBCHEM_CID
C13415	23087	PUBCHEM_CID
C13416	23676225	PUBCHEM_CID
C13422	107423	PUBCHEM_CID
C13424	5282215	PUBCHEM_CID
C13425	11954011	PUBCHEM_CID
C13426	636427	PUBCHEM_CID
C13427	3005837	PUBCHEM_CID
C13429	23667634	PUBCHEM_CID
C13431	5282217	PUBCHEM_CID
C13433	5282218	PUBCHEM_CID
C13440	19150	PUBCHEM_CID
C13441	71463	PUBCHEM_CID
C13444	222757	PUBCHEM_CID
C13450	11954012	PUBCHEM_CID
C13451	11954013	PUBCHEM_CID
C13452	16129878	PUBCHEM_CID
C13453	5282222	PUBCHEM_CID
C13454	5282223	PUBCHEM_CID
C13455	5282224	PUBCHEM_CID
C13456	5282225	PUBCHEM_CID
C13478	3003141	PUBCHEM_CID
C13482	151438	PUBCHEM_CID
C13487	5282227	PUBCHEM_CID
C13493	656641	PUBCHEM_CID
C13494	6918047	PUBCHEM_CID
C13500	53297361	PUBCHEM_CID
C13503	9281	PUBCHEM_CID
C13505	656644	PUBCHEM_CID
C13511	656646	PUBCHEM_CID
C13515	62393	PUBCHEM_CID
C13522	656655	PUBCHEM_CID
C13523	53297362	PUBCHEM_CID
C13524	125791	PUBCHEM_CID
C13526	91440	PUBCHEM_CID
C13534	656658	PUBCHEM_CID
C13540	6444477	PUBCHEM_CID
C13542	157354	PUBCHEM_CID
C13546	115227	PUBCHEM_CID
C13547	656666	PUBCHEM_CID
C13548	5282234	PUBCHEM_CID
C13550	121948	PUBCHEM_CID
C13554	5282236	PUBCHEM_CID
C13556	24454	PUBCHEM_CID
C13557	24434	PUBCHEM_CID
C13558	24203	PUBCHEM_CID
C13563	5234	PUBCHEM_CID
C13569	656673	PUBCHEM_CID
C13587	17748670	PUBCHEM_CID
C13588	17748671	PUBCHEM_CID
C13591	656682	PUBCHEM_CID
C13610	17748672	PUBCHEM_CID
C13612	17748673	PUBCHEM_CID
C13613	16152170	PUBCHEM_CID
C13619	14888	PUBCHEM_CID
C13620	6618	PUBCHEM_CID
C13621	80801	PUBCHEM_CID
C13622	656687	PUBCHEM_CID
C13623	656688	PUBCHEM_CID
C13624	6623	PUBCHEM_CID
C13625	83494	PUBCHEM_CID
C13626	656689	PUBCHEM_CID
C13628	656690	PUBCHEM_CID
C13629	656691	PUBCHEM_CID
C13630	3294	PUBCHEM_CID
C13631	656692	PUBCHEM_CID
C13632	5282240	PUBCHEM_CID
C13633	656694	PUBCHEM_CID
C13634	656695	PUBCHEM_CID
C13635	440082	PUBCHEM_CID
C13636	96009	PUBCHEM_CID
C13637	31242	PUBCHEM_CID
C13638	102803	PUBCHEM_CID
C13639	9837297	PUBCHEM_CID
C13645	260	PUBCHEM_CID
C13646	1354	PUBCHEM_CID
C13650	2966	PUBCHEM_CID
C13652	23663979	PUBCHEM_CID
C13660	15595021	PUBCHEM_CID
C13662	8230	PUBCHEM_CID
C13664	656705	PUBCHEM_CID
C13665	1574	PUBCHEM_CID
C13666	656665	PUBCHEM_CID
C13667	3272524	PUBCHEM_CID
C13668	3721046	PUBCHEM_CID
C13670	164509	PUBCHEM_CID
C13671	656706	PUBCHEM_CID
C13672	1221	PUBCHEM_CID
C13673	447083	PUBCHEM_CID
C13674	129695	PUBCHEM_CID
C13675	148184	PUBCHEM_CID
C13676	656707	PUBCHEM_CID
C13677	656708	PUBCHEM_CID
C13678	656709	PUBCHEM_CID
C13679	656711	PUBCHEM_CID
C13680	108179	PUBCHEM_CID
C13682	31762	PUBCHEM_CID
C13683	5282247	PUBCHEM_CID
C13684	16051951	PUBCHEM_CID
C13687	6451387	PUBCHEM_CID
C13688	160464	PUBCHEM_CID
C13689	656714	PUBCHEM_CID
C13690	122136	PUBCHEM_CID
C13691	123932	PUBCHEM_CID
C13692	5917	PUBCHEM_CID
C13693	3448	PUBCHEM_CID
C13694	3765	PUBCHEM_CID
C13695	6604703	PUBCHEM_CID
C13696	124355	PUBCHEM_CID
C13697	4386	PUBCHEM_CID
C13698	4488	PUBCHEM_CID
C13699	2201	PUBCHEM_CID
C13700	2797	PUBCHEM_CID
C13701	18703	PUBCHEM_CID
C13702	5282250	PUBCHEM_CID
C13703	656717	PUBCHEM_CID
C13704	656718	PUBCHEM_CID
C13705	4549	PUBCHEM_CID
C13706	5282251	PUBCHEM_CID
C13707	157920	PUBCHEM_CID
C13708	3758	PUBCHEM_CID
C13709	1329	PUBCHEM_CID
C13710	125520	PUBCHEM_CID
C13711	656720	PUBCHEM_CID
C13712	92786	PUBCHEM_CID
C13713	101771	PUBCHEM_CID
C13714	169232	PUBCHEM_CID
C13715	160142	PUBCHEM_CID
C13716	127382	PUBCHEM_CID
