KEGG	OTHERID	OTHERTYPE
C17742	24939-17-1	CAS
C17743	24939-16-0	CAS
C17755	50673-96-6	CAS
C17756	29539-03-5	CAS
C17765	51847-92-8	CAS
C17770	18607-76-6	CAS
C17771	63492-69-3	CAS
C17778	28371-16-6	CAS
C17784	520-12-7	CAS
C17785	6601-62-3	CAS
C17786	61854-36-2	CAS
C17787	83162-82-7	CAS
C17788	29536-44-5	CAS
C17789	85819-52-9	CAS
C17790	30045-16-0	CAS
C17795	85819-51-8	CAS
C17803	1732-09-8	CAS
C17810	481-73-2	CAS
C17811	35688-09-6	CAS
C17814	58546-55-7	CAS
C17821	5353-15-1	CAS
C17822	6443-69-2	CAS
C17834	72063-39-9	CAS
C17840	1080-12-2	CAS
C17846	2883-98-9	CAS
C17879	18110-86-6	CAS
C17898	38853-67-7	CAS
C17900	67765-59-7	CAS
C17914	4674-50-4	CAS
C17915	50763-67-2	CAS
C17918	87686-79-1	CAS
C17920	19407-37-5	CAS
C17925	6539-57-7	CAS
C17926	3731-51-9	CAS
C17927	18453-07-1	CAS
C17928	34392-54-6	CAS
C17929	36507-31-0	CAS
C17930	65119-89-3	CAS
C17931	102203-18-9	CAS
C17932	151070-83-6	CAS
C17933	106243-16-7	CAS
C17934	145231-45-4	CAS
C17935	19641-92-0	CAS
C17936	12627-61-1	CAS
C17937	12627-86-0	CAS
C17939	19685-09-7	CAS
C17942	66508-32-5	CAS
C17944	114301-25-6	CAS
C17947	95114-79-7	CAS
C17949	135093-66-2	CAS
C17951	97412-78-7	CAS
C17957	548-76-5	CAS
C17958	41743-73-1	CAS
C17962	85178-62-7	CAS
C17963	477-29-2	CAS
C17964	127-67-3	CAS
C17965	23180-62-3	CAS
C17966	10376-48-4	CAS
C17968	6980-18-3	CAS
C17969	51746-09-9	CAS
C17970	95041-97-7	CAS
C17979	73196-97-1	CAS
C17980	103531-05-1	CAS
C17985	73491-61-9	CAS
C17986	73522-72-2	CAS
C17991	72523-64-9	CAS
C17997	56283-52-4	CAS
C17998	86630-31-1	CAS
C18000	51736-76-6	CAS
C18001	51736-77-7	CAS
C18002	55781-25-4	CAS
C18003	37636-51-4	CAS
C18010	119975-64-3	CAS
C18012	479-05-0	CAS
C18015	51415-07-7	CAS
C18017	619-01-2	CAS
C18018	7764-50-3	CAS
C18020	1946-00-5	CAS
C18021	15664-29-6	CAS
C18027	68330-67-6	CAS
C18039	6251-69-0	CAS
C18040	298-36-2	CAS
C18041	516-59-6	CAS
C18042	566-58-5	CAS
C18043	1256-86-6	CAS
C18044	1247-64-9	CAS
C18045	53-00-9	CAS
C18056	139264-35-0	CAS
C18075	1816-85-9	CAS
C18079	776-86-3	CAS
C18080	484-14-0	CAS
C18081	483-66-9	CAS
C18082	482-48-4	CAS
C18083	21422-04-8	CAS
C18090	582-33-2	CAS
C18093	5587-89-3	CAS
C18095	122752-16-3	CAS
C18097	122752-15-2	CAS
C18099	40321-76-4	CAS
C18100	39227-28-6	CAS
C18101	57653-85-7	CAS
C18102	19408-74-3	CAS
C18103	35822-46-9	CAS
C18104	51207-31-9	CAS
C18105	57117-41-6	CAS
C18106	57117-31-4	CAS
C18107	70648-26-9	CAS
C18108	72918-21-9	CAS
C18109	57117-44-9	CAS
C18110	60851-34-5	CAS
C18111	67562-39-4	CAS
C18112	55673-89-7	CAS
C18113	39001-02-0	CAS
C18114	70362-50-4	CAS
C18115	32774-16-6	CAS
C18116	32598-14-4	CAS
C18117	74472-37-0	CAS
C18118	31508-00-6	CAS
C18119	65510-44-3	CAS
C18120	38380-08-4	CAS
C18121	69782-90-7	CAS
C18122	52663-72-6	CAS
C18123	39635-31-9	CAS
C18124	72-20-8	CAS
C18127	72782-05-9	CAS
C18128	111555-53-4	CAS
C18130	105618-26-6	CAS
C18144	9006-42-2	CAS
C18145	39765-80-5	CAS
C18146	27304-13-8	CAS
C18147	66230-04-4	CAS
C18148	29082-74-4	CAS
C18149	56-35-9	CAS
C18165	78473-71-9	CAS
C18166	80226-00-2	CAS
C18167	29388-59-8	CAS
C18180	3268-87-9	CAS
C18181	9002-72-6	CAS
C18182	9002-71-5	CAS
C18183	9002-67-9	CAS
C18184	9002-68-0	CAS
C18185	9002-61-3	CAS
C18186	60748-07-4	CAS
C18187	53988-98-0	CAS
C18188	169494-85-3	CAS
C00001	CHEBI:27313	CHEBI
C00001	CHEBI:5585	CHEBI
C00001	CHEBI:15377	CHEBI
C00002	CHEBI:22249	CHEBI
C00002	CHEBI:2359	CHEBI
C00002	CHEBI:15422	CHEBI
C00003	CHEBI:7422	CHEBI
C00003	CHEBI:15846	CHEBI
C00004	CHEBI:7423	CHEBI
C00004	CHEBI:16908	CHEBI
C00005	CHEBI:7425	CHEBI
C00005	CHEBI:16474	CHEBI
C00006	CHEBI:7424	CHEBI
C00006	CHEBI:18009	CHEBI
C00007	CHEBI:25805	CHEBI
C00007	CHEBI:7860	CHEBI
C00007	CHEBI:15379	CHEBI
C00008	CHEBI:2342	CHEBI
C00008	CHEBI:16761	CHEBI
C00009	CHEBI:26078	CHEBI
C00009	CHEBI:7793	CHEBI
C00009	CHEBI:18367	CHEBI
C00010	CHEBI:3771	CHEBI
C00010	CHEBI:15346	CHEBI
C00011	CHEBI:3283	CHEBI
C00011	CHEBI:16526	CHEBI
C00012	CHEBI:25906	CHEBI
C00012	CHEBI:7990	CHEBI
C00012	CHEBI:16670	CHEBI
C00013	CHEBI:18361	CHEBI
C00013	CHEBI:8683	CHEBI
C00013	CHEBI:29888	CHEBI
C00014	CHEBI:7434	CHEBI
C00014	CHEBI:16134	CHEBI
C00015	CHEBI:27230	CHEBI
C00015	CHEBI:9802	CHEBI
C00015	CHEBI:17659	CHEBI
C00016	CHEBI:21125	CHEBI
C00016	CHEBI:4956	CHEBI
C00016	CHEBI:16238	CHEBI
C00017	CHEBI:8526	CHEBI
C00017	CHEBI:16541	CHEBI
C00018	CHEBI:26424	CHEBI
C00018	CHEBI:8668	CHEBI
C00018	CHEBI:18405	CHEBI
C00019	CHEBI:22036	CHEBI
C00019	CHEBI:8946	CHEBI
C00019	CHEBI:15414	CHEBI
C00020	CHEBI:2356	CHEBI
C00020	CHEBI:16027	CHEBI
C00021	CHEBI:8945	CHEBI
C00021	CHEBI:16680	CHEBI
C00022	CHEBI:26462	CHEBI
C00022	CHEBI:8685	CHEBI
C00022	CHEBI:32816	CHEBI
C00023	CHEBI:5974	CHEBI
C00023	CHEBI:18248	CHEBI
C00024	CHEBI:2408	CHEBI
C00024	CHEBI:15351	CHEBI
C00025	CHEBI:21304	CHEBI
C00025	CHEBI:6224	CHEBI
C00025	CHEBI:16015	CHEBI
C00026	CHEBI:1253	CHEBI
C00026	CHEBI:19748	CHEBI
C00026	CHEBI:30915	CHEBI
C00027	CHEBI:5586	CHEBI
C00027	CHEBI:16240	CHEBI
C00028	CHEBI:2377	CHEBI
C00028	CHEBI:15339	CHEBI
C00029	CHEBI:52249	CHEBI
C00029	CHEBI:9845	CHEBI
C00029	CHEBI:18066	CHEBI
C00030	CHEBI:8785	CHEBI
C00030	CHEBI:17499	CHEBI
C00031	CHEBI:4167	CHEBI
C00032	CHEBI:24491	CHEBI
C00032	CHEBI:5651	CHEBI
C00032	CHEBI:17627	CHEBI
C00033	CHEBI:22165	CHEBI
C00033	CHEBI:2387	CHEBI
C00033	CHEBI:15366	CHEBI
C00034	CHEBI:25153	CHEBI
C00034	CHEBI:6681	CHEBI
C00034	CHEBI:18291	CHEBI
C00035	CHEBI:24448	CHEBI
C00035	CHEBI:5212	CHEBI
C00035	CHEBI:17552	CHEBI
C00036	CHEBI:25731	CHEBI
C00036	CHEBI:7812	CHEBI
C00036	CHEBI:30744	CHEBI
C00037	CHEBI:5460	CHEBI
C00037	CHEBI:15428	CHEBI
C00038	CHEBI:10113	CHEBI
C00038	CHEBI:27363	CHEBI
C00038	CHEBI:29105	CHEBI
C00039	CHEBI:4291	CHEBI
C00039	CHEBI:16991	CHEBI
C00040	CHEBI:2455	CHEBI
C00040	CHEBI:17984	CHEBI
C00041	CHEBI:21216	CHEBI
C00041	CHEBI:6171	CHEBI
C00041	CHEBI:16977	CHEBI
C00042	CHEBI:9304	CHEBI
C00042	CHEBI:15741	CHEBI
C00043	CHEBI:9823	CHEBI
C00043	CHEBI:16264	CHEBI
C00044	CHEBI:5234	CHEBI
C00044	CHEBI:15996	CHEBI
C00045	CHEBI:2642	CHEBI
C00045	CHEBI:33704	CHEBI
C00047	CHEBI:6264	CHEBI
C00047	CHEBI:18019	CHEBI
C00048	CHEBI:5509	CHEBI
C00048	CHEBI:16891	CHEBI
C00049	CHEBI:21247	CHEBI
C00049	CHEBI:6193	CHEBI
C00049	CHEBI:17053	CHEBI
C00050	CHEBI:6788	CHEBI
C00050	CHEBI:33521	CHEBI
C00051	CHEBI:5437	CHEBI
C00051	CHEBI:16856	CHEBI
C00052	CHEBI:9811	CHEBI
C00052	CHEBI:18307	CHEBI
C00053	CHEBI:1353	CHEBI
C00053	CHEBI:19857	CHEBI
C00053	CHEBI:17980	CHEBI
C00054	CHEBI:22240	CHEBI
C00054	CHEBI:2475	CHEBI
C00054	CHEBI:17985	CHEBI
C00055	CHEBI:23520	CHEBI
C00055	CHEBI:3275	CHEBI
C00055	CHEBI:17361	CHEBI
C00058	CHEBI:24081	CHEBI
C00058	CHEBI:5145	CHEBI
C00058	CHEBI:30751	CHEBI
C00059	CHEBI:26836	CHEBI
C00059	CHEBI:9335	CHEBI
C00059	CHEBI:16189	CHEBI
C00060	CHEBI:3407	CHEBI
C00060	CHEBI:35757	CHEBI
C00061	CHEBI:21127	CHEBI
C00061	CHEBI:4960	CHEBI
C00061	CHEBI:17621	CHEBI
C00062	CHEBI:6185	CHEBI
C00062	CHEBI:16467	CHEBI
C00063	CHEBI:3285	CHEBI
C00063	CHEBI:17677	CHEBI
C00064	CHEBI:6227	CHEBI
C00064	CHEBI:18050	CHEBI
C00065	CHEBI:6301	CHEBI
C00065	CHEBI:17115	CHEBI
C00066	CHEBI:10652	CHEBI
C00066	CHEBI:17843	CHEBI
C00067	CHEBI:5142	CHEBI
C00067	CHEBI:16842	CHEBI
C00068	CHEBI:9532	CHEBI
C00069	CHEBI:2553	CHEBI
C00069	CHEBI:30879	CHEBI
C00070	CHEBI:3874	CHEBI
C00070	CHEBI:28694	CHEBI
C00071	CHEBI:2554	CHEBI
C00071	CHEBI:17478	CHEBI
C00072	CHEBI:13861	CHEBI
C00072	CHEBI:2868	CHEBI
C00072	CHEBI:29073	CHEBI
C00072	CHEBI:38290	CHEBI
C00073	CHEBI:6271	CHEBI
C00073	CHEBI:16643	CHEBI
C00074	CHEBI:26055	CHEBI
C00074	CHEBI:8147	CHEBI
C00074	CHEBI:18021	CHEBI
C00074	CHEBI:44897	CHEBI
C00075	CHEBI:9850	CHEBI
C00075	CHEBI:15713	CHEBI
C00076	CHEBI:22984	CHEBI
C00076	CHEBI:3308	CHEBI
C00076	CHEBI:29108	CHEBI
C00077	CHEBI:6280	CHEBI
C00077	CHEBI:15729	CHEBI
C00078	CHEBI:6310	CHEBI
C00078	CHEBI:16828	CHEBI
C00079	CHEBI:6282	CHEBI
C00079	CHEBI:17295	CHEBI
C00080	CHEBI:24636	CHEBI
C00080	CHEBI:5584	CHEBI
C00080	CHEBI:15378	CHEBI
C00081	CHEBI:19272	CHEBI
C00081	CHEBI:5851	CHEBI
C00081	CHEBI:16039	CHEBI
C00082	CHEBI:6313	CHEBI
C00082	CHEBI:17895	CHEBI
C00083	CHEBI:6661	CHEBI
C00083	CHEBI:15531	CHEBI
C00084	CHEBI:2383	CHEBI
C00084	CHEBI:15343	CHEBI
C00085	CHEBI:4124	CHEBI
C00085	CHEBI:61553	CHEBI
C00085	CHEBI:15946	CHEBI
C00086	CHEBI:27218	CHEBI
C00086	CHEBI:9888	CHEBI
C00086	CHEBI:16199	CHEBI
C00087	CHEBI:26833	CHEBI
C00087	CHEBI:9350	CHEBI
C00087	CHEBI:17909	CHEBI
C00088	CHEBI:7585	CHEBI
C00088	CHEBI:16301	CHEBI
C00089	CHEBI:9314	CHEBI
C00089	CHEBI:17992	CHEBI
C00090	CHEBI:23054	CHEBI
C00090	CHEBI:3467	CHEBI
C00090	CHEBI:18135	CHEBI
C00091	CHEBI:26811	CHEBI
C00091	CHEBI:9310	CHEBI
C00091	CHEBI:15380	CHEBI
C00092	CHEBI:4170	CHEBI
C00093	CHEBI:10648	CHEBI
C00093	CHEBI:15978	CHEBI
C00094	CHEBI:9344	CHEBI
C00094	CHEBI:48854	CHEBI
C00095	CHEBI:4118	CHEBI
C00095	CHEBI:15824	CHEBI
C00096	CHEBI:21159	CHEBI
C00096	CHEBI:5225	CHEBI
C00096	CHEBI:15820	CHEBI
C00097	CHEBI:21261	CHEBI
C00097	CHEBI:6207	CHEBI
C00097	CHEBI:17561	CHEBI
C00098	CHEBI:25676	CHEBI
C00099	CHEBI:10343	CHEBI
C00099	CHEBI:16958	CHEBI
C00100	CHEBI:26295	CHEBI
C00100	CHEBI:8479	CHEBI
C00100	CHEBI:15539	CHEBI
C00101	CHEBI:20506	CHEBI
C00101	CHEBI:9482	CHEBI
C00101	CHEBI:15635	CHEBI
C00102	CHEBI:945	CHEBI
C00103	CHEBI:12320	CHEBI
C00103	CHEBI:16077	CHEBI
C00104	CHEBI:19270	CHEBI
C00104	CHEBI:5848	CHEBI
C00104	CHEBI:17808	CHEBI
C00105	CHEBI:9849	CHEBI
C00105	CHEBI:16695	CHEBI
C00106	CHEBI:9882	CHEBI
C00106	CHEBI:17568	CHEBI
C00107	CHEBI:4634	CHEBI
C00107	CHEBI:46761	CHEBI
C00108	CHEBI:22575	CHEBI
C00108	CHEBI:2757	CHEBI
C00108	CHEBI:30754	CHEBI
C00109	CHEBI:1250	CHEBI
C00109	CHEBI:19741	CHEBI
C00109	CHEBI:30831	CHEBI
C00110	CHEBI:4693	CHEBI
C00110	CHEBI:16214	CHEBI
C00111	CHEBI:5454	CHEBI
C00111	CHEBI:16108	CHEBI
C00112	CHEBI:3260	CHEBI
C00112	CHEBI:17239	CHEBI
C00113	CHEBI:7881	CHEBI
C00113	CHEBI:18315	CHEBI
C00114	CHEBI:23212	CHEBI
C00114	CHEBI:3665	CHEBI
C00114	CHEBI:15354	CHEBI
C00116	CHEBI:5448	CHEBI
C00116	CHEBI:17754	CHEBI
C00117	CHEBI:21083	CHEBI
C00117	CHEBI:4238	CHEBI
C00117	CHEBI:52742	CHEBI
C00117	CHEBI:17797	CHEBI
C00118	CHEBI:181	CHEBI
C00118	CHEBI:29052	CHEBI
C00119	CHEBI:2121	CHEBI
C00119	CHEBI:17111	CHEBI
C00120	CHEBI:22882	CHEBI
C00120	CHEBI:3108	CHEBI
C00120	CHEBI:15956	CHEBI
C00121	CHEBI:4233	CHEBI
C00121	CHEBI:47013	CHEBI
C00122	CHEBI:24122	CHEBI
C00122	CHEBI:5190	CHEBI
C00122	CHEBI:18012	CHEBI
C00123	CHEBI:21348	CHEBI
C00123	CHEBI:6260	CHEBI
C00123	CHEBI:15603	CHEBI
C00124	CHEBI:4139	CHEBI
C00125	CHEBI:5026	CHEBI
C00125	CHEBI:15991	CHEBI
C00126	CHEBI:5038	CHEBI
C00126	CHEBI:16928	CHEBI
C00127	CHEBI:7840	CHEBI
C00127	CHEBI:17858	CHEBI
C00128	CHEBI:3278	CHEBI
C00128	CHEBI:16556	CHEBI
C00129	CHEBI:24907	CHEBI
C00129	CHEBI:6037	CHEBI
C00129	CHEBI:16584	CHEBI
C00130	CHEBI:5849	CHEBI
C00130	CHEBI:17202	CHEBI
C00131	CHEBI:10491	CHEBI
C00131	CHEBI:19238	CHEBI
C00131	CHEBI:16284	CHEBI
C00132	CHEBI:6816	CHEBI
C00132	CHEBI:17790	CHEBI
C00133	CHEBI:4087	CHEBI
C00133	CHEBI:15570	CHEBI
C00134	CHEBI:8650	CHEBI
C00134	CHEBI:17148	CHEBI
C00135	CHEBI:21324	CHEBI
C00135	CHEBI:15971	CHEBI
C00136	CHEBI:3235	CHEBI
C00136	CHEBI:15517	CHEBI
C00137	CHEBI:10601	CHEBI
C00137	CHEBI:17268	CHEBI
C00138	CHEBI:8792	CHEBI
C00138	CHEBI:17513	CHEBI
C00139	CHEBI:7836	CHEBI
C00139	CHEBI:17908	CHEBI
C00140	CHEBI:506227	CHEBI
C00140	CHEBI:17411	CHEBI
C00141	CHEBI:11851	CHEBI
C00141	CHEBI:1584	CHEBI
C00141	CHEBI:16530	CHEBI
C00143	CHEBI:1989	CHEBI
C00144	CHEBI:5228	CHEBI
C00144	CHEBI:17345	CHEBI
C00145	CHEBI:9556	CHEBI
C00145	CHEBI:29256	CHEBI
C00146	CHEBI:8071	CHEBI
C00146	CHEBI:15882	CHEBI
C00147	CHEBI:22236	CHEBI
C00147	CHEBI:2470	CHEBI
C00147	CHEBI:16708	CHEBI
C00148	CHEBI:21373	CHEBI
C00148	CHEBI:6286	CHEBI
C00148	CHEBI:17203	CHEBI
C00149	CHEBI:18784	CHEBI
C00149	CHEBI:423	CHEBI
C00149	CHEBI:30797	CHEBI
C00150	CHEBI:6968	CHEBI
C00150	CHEBI:28685	CHEBI
C00151	CHEBI:21224	CHEBI
C00151	CHEBI:6175	CHEBI
C00151	CHEBI:15705	CHEBI
C00152	CHEBI:6191	CHEBI
C00152	CHEBI:17196	CHEBI
C00153	CHEBI:7556	CHEBI
C00153	CHEBI:17154	CHEBI
C00154	CHEBI:24543	CHEBI
C00154	CHEBI:7898	CHEBI
C00154	CHEBI:15525	CHEBI
C00155	CHEBI:21329	CHEBI
C00155	CHEBI:6245	CHEBI
C00155	CHEBI:17588	CHEBI
C00156	CHEBI:1858	CHEBI
C00156	CHEBI:20397	CHEBI
C00156	CHEBI:30763	CHEBI
C00157	CHEBI:49183	CHEBI
C00157	CHEBI:8128	CHEBI
C00157	CHEBI:16110	CHEBI
C00158	CHEBI:23321	CHEBI
C00158	CHEBI:3727	CHEBI
C00158	CHEBI:30769	CHEBI
C00159	CHEBI:4208	CHEBI
C00160	CHEBI:24388	CHEBI
C00160	CHEBI:5475	CHEBI
C00160	CHEBI:17497	CHEBI
C00161	CHEBI:1238	CHEBI
C00161	CHEBI:35910	CHEBI
C00162	CHEBI:4984	CHEBI
C00162	CHEBI:35366	CHEBI
C00163	CHEBI:26290	CHEBI
C00163	CHEBI:8476	CHEBI
C00163	CHEBI:30768	CHEBI
C00164	CHEBI:13705	CHEBI
C00164	CHEBI:2391	CHEBI
C00164	CHEBI:15344	CHEBI
C00165	CHEBI:4481	CHEBI
C00165	CHEBI:18035	CHEBI
C00166	CHEBI:26007	CHEBI
C00166	CHEBI:8105	CHEBI
C00166	CHEBI:30851	CHEBI
C00167	CHEBI:9846	CHEBI
C00167	CHEBI:17200	CHEBI
C00168	CHEBI:20082	CHEBI
C00168	CHEBI:5813	CHEBI
C00168	CHEBI:30841	CHEBI
C00169	CHEBI:23005	CHEBI
C00169	CHEBI:3389	CHEBI
C00169	CHEBI:17672	CHEBI
C00170	CHEBI:1966	CHEBI
C00170	CHEBI:17509	CHEBI
C00171	CHEBI:1976	CHEBI
C00173	CHEBI:2457	CHEBI
C00173	CHEBI:16018	CHEBI
C00174	CHEBI:2426	CHEBI
C00174	CHEBI:37527	CHEBI
C00175	CHEBI:23335	CHEBI
C00175	CHEBI:3788	CHEBI
C00175	CHEBI:27638	CHEBI
C00176	CHEBI:24042	CHEBI
C00176	CHEBI:5073	CHEBI
C00176	CHEBI:30527	CHEBI
C00177	CHEBI:3969	CHEBI
C00177	CHEBI:17514	CHEBI
C00178	CHEBI:27004	CHEBI
C00178	CHEBI:9580	CHEBI
C00178	CHEBI:17821	CHEBI
C00179	CHEBI:18576	CHEBI
C00179	CHEBI:2514	CHEBI
C00179	CHEBI:17431	CHEBI
C00180	CHEBI:22717	CHEBI
C00180	CHEBI:3029	CHEBI
C00180	CHEBI:30746	CHEBI
C00181	CHEBI:4265	CHEBI
C00181	CHEBI:53455	CHEBI
C00181	CHEBI:15936	CHEBI
C00182	CHEBI:5466	CHEBI
C00182	CHEBI:28087	CHEBI
C00183	CHEBI:6321	CHEBI
C00183	CHEBI:16414	CHEBI
C00184	CHEBI:5453	CHEBI
C00184	CHEBI:16016	CHEBI
C00185	CHEBI:3522	CHEBI
C00185	CHEBI:17057	CHEBI
C00186	CHEBI:18783	CHEBI
C00186	CHEBI:422	CHEBI
C00187	CHEBI:3659	CHEBI
C00187	CHEBI:16113	CHEBI
C00188	CHEBI:6308	CHEBI
C00188	CHEBI:16857	CHEBI
C00189	CHEBI:4880	CHEBI
C00189	CHEBI:16000	CHEBI
C00190	CHEBI:9813	CHEBI
C00190	CHEBI:16082	CHEBI
C00191	CHEBI:21013	CHEBI
C00191	CHEBI:4178	CHEBI
C00191	CHEBI:47952	CHEBI
C00192	CHEBI:5806	CHEBI
C00192	CHEBI:15429	CHEBI
C00193	CHEBI:2832	CHEBI
C00193	CHEBI:33855	CHEBI
C00194	CHEBI:3797	CHEBI
C00194	CHEBI:18408	CHEBI
C00195	CHEBI:52573	CHEBI
C00195	CHEBI:7242	CHEBI
C00195	CHEBI:17761	CHEBI
C00195	CHEBI:52639	CHEBI
C00196	CHEBI:19319	CHEBI
C00196	CHEBI:885	CHEBI
C00196	CHEBI:18026	CHEBI
C00197	CHEBI:1657	CHEBI
C00197	CHEBI:21029	CHEBI
C00197	CHEBI:17794	CHEBI
C00198	CHEBI:4159	CHEBI
C00198	CHEBI:16217	CHEBI
C00199	CHEBI:21088	CHEBI
C00199	CHEBI:4243	CHEBI
C00199	CHEBI:17363	CHEBI
C00200	CHEBI:8055	CHEBI
C00201	CHEBI:7655	CHEBI
C00201	CHEBI:17326	CHEBI
C00202	CHEBI:4598	CHEBI
C00202	CHEBI:17941	CHEBI
C00203	CHEBI:67168	CHEBI
C00203	CHEBI:16650	CHEBI
C00204	CHEBI:1059	CHEBI
C00204	CHEBI:17032	CHEBI
C00205	CHEBI:10581	CHEBI
C00205	CHEBI:30212	CHEBI
C00206	CHEBI:10489	CHEBI
C00206	CHEBI:19235	CHEBI
C00206	CHEBI:16174	CHEBI
C00207	CHEBI:2398	CHEBI
C00207	CHEBI:15347	CHEBI
C00208	CHEBI:6668	CHEBI
C00208	CHEBI:17306	CHEBI
C00209	CHEBI:25729	CHEBI
C00209	CHEBI:7811	CHEBI
C00209	CHEBI:16995	CHEBI
C00210	CHEBI:3796	CHEBI
C00212	CHEBI:2472	CHEBI
C00212	CHEBI:16335	CHEBI
C00213	CHEBI:9029	CHEBI
C00213	CHEBI:15611	CHEBI
C00214	CHEBI:9579	CHEBI
C00214	CHEBI:17748	CHEBI
C00215	CHEBI:25612	CHEBI
C00215	CHEBI:7656	CHEBI
C00215	CHEBI:36976	CHEBI
C00216	CHEBI:4103	CHEBI
C00216	CHEBI:17108	CHEBI
C00217	CHEBI:21023	CHEBI
C00217	CHEBI:4183	CHEBI
C00217	CHEBI:15966	CHEBI
C00218	CHEBI:6864	CHEBI
C00218	CHEBI:16830	CHEBI
C00219	CHEBI:2799	CHEBI
C00219	CHEBI:15843	CHEBI
C00220	CHEBI:6872	CHEBI
C00221	CHEBI:10397	CHEBI
C00221	CHEBI:15903	CHEBI
C00222	CHEBI:1651	CHEBI
C00222	CHEBI:20180	CHEBI
C00222	CHEBI:17960	CHEBI
C00223	CHEBI:1813	CHEBI
C00223	CHEBI:15499	CHEBI
C00224	CHEBI:22247	CHEBI
C00224	CHEBI:2486	CHEBI
C00224	CHEBI:17709	CHEBI
C00225	CHEBI:6861	CHEBI
C00225	CHEBI:28786	CHEBI
C00226	CHEBI:26262	CHEBI
C00226	CHEBI:8406	CHEBI
C00226	CHEBI:15734	CHEBI
C00227	CHEBI:2407	CHEBI
C00227	CHEBI:15350	CHEBI
C00229	CHEBI:2458	CHEBI
C00229	CHEBI:18359	CHEBI
C00230	CHEBI:1380	CHEBI
C00230	CHEBI:19878	CHEBI
C00230	CHEBI:36062	CHEBI
C00231	CHEBI:4269	CHEBI
C00231	CHEBI:16332	CHEBI
C00232	CHEBI:9305	CHEBI
C00232	CHEBI:16265	CHEBI
C00233	CHEBI:1891	CHEBI
C00233	CHEBI:20438	CHEBI
C00233	CHEBI:48430	CHEBI
C00234	CHEBI:698	CHEBI
C00234	CHEBI:15637	CHEBI
C00235	CHEBI:4616	CHEBI
C00235	CHEBI:16057	CHEBI
C00236	CHEBI:1658	CHEBI
C00236	CHEBI:16001	CHEBI
C00237	CHEBI:23013	CHEBI
C00237	CHEBI:3282	CHEBI
C00237	CHEBI:17245	CHEBI
C00238	CHEBI:26216	CHEBI
C00238	CHEBI:8345	CHEBI
C00238	CHEBI:29103	CHEBI
C00239	CHEBI:10493	CHEBI
C00239	CHEBI:15918	CHEBI
C00240	CHEBI:10636	CHEBI
C00241	CHEBI:22473	CHEBI
C00241	CHEBI:2633	CHEBI
C00241	CHEBI:32988	CHEBI
C00242	CHEBI:24443	CHEBI
C00242	CHEBI:5563	CHEBI
C00242	CHEBI:16235	CHEBI
C00243	CHEBI:17716	CHEBI
C00243	CHEBI:6353	CHEBI
C00243	CHEBI:36219	CHEBI
C00244	CHEBI:7580	CHEBI
C00244	CHEBI:48107	CHEBI
C00245	CHEBI:26852	CHEBI
C00245	CHEBI:9406	CHEBI
C00245	CHEBI:15891	CHEBI
C00246	CHEBI:22946	CHEBI
C00246	CHEBI:3234	CHEBI
C00246	CHEBI:30772	CHEBI
C00247	CHEBI:6306	CHEBI
C00247	CHEBI:48649	CHEBI
C00248	CHEBI:6491	CHEBI
C00248	CHEBI:17460	CHEBI
C00249	CHEBI:15756	CHEBI
C00250	CHEBI:8667	CHEBI
C00250	CHEBI:17310	CHEBI
C00251	CHEBI:3677	CHEBI
C00251	CHEBI:17333	CHEBI
C00252	CHEBI:6026	CHEBI
C00252	CHEBI:28189	CHEBI
C00253	CHEBI:7559	CHEBI
C00253	CHEBI:15940	CHEBI
C00254	CHEBI:26256	CHEBI
C00254	CHEBI:8399	CHEBI
C00254	CHEBI:16666	CHEBI
C00255	CHEBI:8843	CHEBI
C00255	CHEBI:17015	CHEBI
C00256	CHEBI:18684	CHEBI
C00256	CHEBI:341	CHEBI
C00256	CHEBI:42111	CHEBI
C00257	CHEBI:20983	CHEBI
C00257	CHEBI:4157	CHEBI
C00257	CHEBI:33198	CHEBI
C00258	CHEBI:21027	CHEBI
C00258	CHEBI:4187	CHEBI
C00258	CHEBI:32398	CHEBI
C00259	CHEBI:6181	CHEBI
C00259	CHEBI:17535	CHEBI
C00261	CHEBI:22697	CHEBI
C00261	CHEBI:3019	CHEBI
C00261	CHEBI:17169	CHEBI
C00262	CHEBI:5841	CHEBI
C00262	CHEBI:17368	CHEBI
C00263	CHEBI:6246	CHEBI
C00263	CHEBI:15699	CHEBI
C00264	CHEBI:1629	CHEBI
C00264	CHEBI:15489	CHEBI
C00265	CHEBI:23854	CHEBI
C00265	CHEBI:4664	CHEBI
C00265	CHEBI:18320	CHEBI
C00266	CHEBI:24386	CHEBI
C00266	CHEBI:5474	CHEBI
C00266	CHEBI:17071	CHEBI
C00267	CHEBI:10242	CHEBI
C00267	CHEBI:17925	CHEBI
C00268	CHEBI:20680	CHEBI
C00269	CHEBI:3269	CHEBI
C00269	CHEBI:17962	CHEBI
C00270	CHEBI:7214	CHEBI
C00270	CHEBI:17012	CHEBI
C00272	CHEBI:26902	CHEBI
C00272	CHEBI:9480	CHEBI
C00272	CHEBI:15372	CHEBI
C00273	CHEBI:2050	CHEBI
C00273	CHEBI:17011	CHEBI
C00275	CHEBI:4211	CHEBI
C00275	CHEBI:48066	CHEBI
C00275	CHEBI:17369	CHEBI
C00279	CHEBI:4114	CHEBI
