Input ID	IDsource	Output ID	source of the output ID
C13762	KEGG	101342-80-7	CAS registry number
C13763	KEGG	92302-55-1	CAS registry number
C13764	KEGG	16662-47-8	CAS registry number
C13765	KEGG	57010-31-8	CAS registry number
C13766	KEGG	78370-13-5	CAS registry number
C13768	KEGG	1264-72-8	CAS registry number
C13769	KEGG	54340-62-4	CAS registry number
C13772	KEGG	68379-02-2	CAS registry number
C13773	KEGG	86831-65-4	CAS registry number
C13776	KEGG	113558-89-7	CAS registry number
C13777	KEGG	149908-53-2	CAS registry number
C13780	KEGG	105431-72-9	CAS registry number
C13781	KEGG	61036-64-4	CAS registry number
C13782	KEGG	57186-25-1	CAS registry number
C13786	KEGG	14176-10-4	CAS registry number
C13789	KEGG	1394-02-1	CAS registry number
C13794	KEGG	90685-01-1	CAS registry number
C13797	KEGG	78774-26-2	CAS registry number
C13802	KEGG	71902-47-1	CAS registry number
C13805	KEGG	84454-35-3	CAS registry number
C13806	KEGG	115976-93-7	CAS registry number
C13810	KEGG	85700-42-1	CAS registry number
C13814	KEGG	85611-86-5	CAS registry number
C13815	KEGG	15959-61-2	CAS registry number
C13817	KEGG	31356-94-2	CAS registry number
C13820	KEGG	163163-23-3	CAS registry number
C13826	KEGG	150812-12-7	CAS registry number
C13827	KEGG	67-66-3	CAS registry number
C13830	KEGG	187523-35-9	CAS registry number
C13833	KEGG	153587-01-0	CAS registry number
C13835	KEGG	160383-80-2	CAS registry number
C13837	KEGG	117210-14-7	CAS registry number
C13840	KEGG	10045-45-1	CAS registry number
C13841	KEGG	61-80-3	CAS registry number
C13844	KEGG	60563-36-2	CAS registry number
C13852	KEGG	130800-90-7	CAS registry number
C13856	KEGG	53847-30-6	CAS registry number
C13858	KEGG	544-62-7	CAS registry number
C13860	KEGG	34783-94-3	CAS registry number
C13870	KEGG	60-01-5	CAS registry number
C13906	KEGG	127294-70-6	CAS registry number
C13910	KEGG	112-38-9	CAS registry number
C13927	KEGG	108687-79-2	CAS registry number
C13929	KEGG	111944-83-3	CAS registry number
C13931	KEGG	112163-33-4	CAS registry number
C13932	KEGG	25125-46-6	CAS registry number
C13940	KEGG	517-43-1	CAS registry number
C13962	KEGG	982-57-0	CAS registry number
C13963	KEGG	73573-88-3	CAS registry number
C13964	KEGG	26016-98-8	CAS registry number
C13967	KEGG	4800-94-6	CAS registry number
C13968	KEGG	30034-03-8	CAS registry number
C13973	KEGG	7246-14-2	CAS registry number
C13976	KEGG	21649-57-0	CAS registry number
C13978	KEGG	39878-70-1	CAS registry number
C13980	KEGG	5321-32-4	CAS registry number
C13993	KEGG	86393-32-0	CAS registry number
C14001	KEGG	69388-84-7	CAS registry number
C14002	KEGG	7179-49-9	CAS registry number
C14007	KEGG	74356-00-6	CAS registry number
C14010	KEGG	7081-44-9	CAS registry number
C14015	KEGG	7491-10-3	CAS registry number
C14021	KEGG	4697-14-7	CAS registry number
C14029	KEGG	521-78-8	CAS registry number
C14034	KEGG	61477-96-1	CAS registry number
C14039	KEGG	75-35-4	CAS registry number
C14040	KEGG	86-57-7	CAS registry number
C14043	KEGG	58889-18-2	CAS registry number
C14053	KEGG	14271-04-6	CAS registry number
C14054	KEGG	65914-79-6	CAS registry number
C14055	KEGG	8067-24-1	CAS registry number
C14056	KEGG	16846-34-7	CAS registry number
C14057	KEGG	18361-46-1	CAS registry number
C14058	KEGG	18361-45-0	CAS registry number
C14059	KEGG	18361-48-3	CAS registry number
C14060	KEGG	18361-47-2	CAS registry number
C14061	KEGG	18361-50-7	CAS registry number
C14062	KEGG	18361-49-4	CAS registry number
C14063	KEGG	78897-52-6	CAS registry number
C14064	KEGG	1392-21-8	CAS registry number
C14077	KEGG	574-93-6	CAS registry number
C14078	KEGG	573-58-0	CAS registry number
C14079	KEGG	18829-70-4	CAS registry number
C14081	KEGG	110952-54-0	CAS registry number
C14082	KEGG	90-12-0	CAS registry number
C14083	KEGG	156757-20-9	CAS registry number
C14085	KEGG	156605-21-9	CAS registry number
C14087	KEGG	824-42-0	CAS registry number
C14088	KEGG	45848-87-1	CAS registry number
C14089	KEGG	4780-79-4	CAS registry number
C14090	KEGG	66-77-3	CAS registry number
C14091	KEGG	86-55-5	CAS registry number
C14092	KEGG	162794-84-5	CAS registry number
C14093	KEGG	162794-82-3	CAS registry number
C14095	KEGG	162794-83-4	CAS registry number
C14096	KEGG	610-04-8	CAS registry number
C14097	KEGG	606-19-9	CAS registry number
C14098	KEGG	91-57-6	CAS registry number
C14099	KEGG	66-99-9	CAS registry number
C14100	KEGG	51572-88-4	CAS registry number
C14101	KEGG	93-09-4	CAS registry number
C14102	KEGG	127926-10-7	CAS registry number
C14103	KEGG	50-85-1	CAS registry number
C14106	KEGG	156605-24-2	CAS registry number
C14108	KEGG	156605-23-1	CAS registry number
C14109	KEGG	106420-93-3	CAS registry number
C14110	KEGG	3897-89-0	CAS registry number
C14111	KEGG	1131-63-1	CAS registry number
C14112	KEGG	14715-37-8	CAS registry number
C14113	KEGG	13032-41-2	CAS registry number
C14114	KEGG	119-64-2	CAS registry number
C14115	KEGG	350044-88-1	CAS registry number
C14116	KEGG	830357-87-4	CAS registry number
C14125	KEGG	718595-27-8	CAS registry number
C14126	KEGG	199666-03-0	CAS registry number
C14127	KEGG	185106-16-5	CAS registry number
C14128	KEGG	252198-68-8	CAS registry number
C14129	KEGG	752253-39-7	CAS registry number
C14130	KEGG	88-18-6	CAS registry number
C14131	KEGG	531-95-3	CAS registry number
C14132	KEGG	1806-26-4	CAS registry number
C14133	KEGG	3424-82-6	CAS registry number
C14134	KEGG	58-72-0	CAS registry number
C14135	KEGG	101-61-1	CAS registry number
C14136	KEGG	2971-36-0	CAS registry number
C14137	KEGG	6665-83-4	CAS registry number
C14138	KEGG	89-72-5	CAS registry number
C14139	KEGG	99-71-8	CAS registry number
C14142	KEGG	135-98-8	CAS registry number
C14144	KEGG	138149-18-5	CAS registry number
C14146	KEGG	50657-19-7	CAS registry number
C14147	KEGG	66215-27-8	CAS registry number
C14150	KEGG	765-30-0	CAS registry number
C14151	KEGG	119-13-1	CAS registry number
C14152	KEGG	148-03-8	CAS registry number
C14153	KEGG	1721-51-3	CAS registry number
C14154	KEGG	490-23-3	CAS registry number
C14156	KEGG	25612-39-9	CAS registry number
C14163	KEGG	118-55-8	CAS registry number
C14164	KEGG	85-36-9	CAS registry number
C14165	KEGG	1949-45-7	CAS registry number
C14166	KEGG	470-68-8	CAS registry number
C14167	KEGG	500-34-5	CAS registry number
C14168	KEGG	25314-80-1	CAS registry number
C14169	KEGG	644-26-8	CAS registry number
C14170	KEGG	4136-97-4	CAS registry number
C14171	KEGG	536-25-4	CAS registry number
C14172	KEGG	532-77-4	CAS registry number
C14173	KEGG	136-82-3	CAS registry number
C14175	KEGG	84-66-2	CAS registry number
C14176	KEGG	57-74-9	CAS registry number
C14177	KEGG	18416-85-8	CAS registry number
C14178	KEGG	25540-15-2	CAS registry number
C14179	KEGG	123-43-3	CAS registry number
C14180	KEGG	32260-87-0	CAS registry number
C14181	KEGG	433-17-0	CAS registry number
C14182	KEGG	3701-01-7	CAS registry number
C14183	KEGG	58889-19-3	CAS registry number
C14184	KEGG	2385-85-5	CAS registry number
C14185	KEGG	76-44-8	CAS registry number
C14186	KEGG	1610-18-0	CAS registry number
C14187	KEGG	789-02-6	CAS registry number
C14188	KEGG	585-34-2	CAS registry number
C14189	KEGG	14962-28-8	CAS registry number
C14190	KEGG	67651-34-7	CAS registry number
C14191	KEGG	56858-70-9	CAS registry number
C14192	KEGG	79881-33-7	CAS registry number
C14193	KEGG	53905-28-5	CAS registry number
C14194	KEGG	13049-13-3	CAS registry number
C14195	KEGG	28034-99-3	CAS registry number
C14196	KEGG	100702-98-5	CAS registry number
C14197	KEGG	74443-60-0	CAS registry number
C14198	KEGG	153505-86-3	CAS registry number
C14199	KEGG	35693-99-3	CAS registry number
C14200	KEGG	98-54-4	CAS registry number
C14201	KEGG	35065-27-1	CAS registry number
C14202	KEGG	33979-03-2	CAS registry number
C14203	KEGG	74443-64-4	CAS registry number
C14204	KEGG	52806-53-8	CAS registry number
C14205	KEGG	140-66-9	CAS registry number
C14206	KEGG	119209-27-7	CAS registry number
C14207	KEGG	83792-61-4	CAS registry number
C14208	KEGG	34184-77-5	CAS registry number
C14209	KEGG	5976-61-4	CAS registry number
C14210	KEGG	1156-92-9	CAS registry number
C14211	KEGG	85-68-7	CAS registry number
C14212	KEGG	1845-11-0	CAS registry number
C14213	KEGG	603-45-2	CAS registry number
C14214	KEGG	84-74-2	CAS registry number
C14215	KEGG	131-56-6	CAS registry number
C14216	KEGG	80-09-1	CAS registry number
C14217	KEGG	575-43-9	CAS registry number
C14218	KEGG	629-41-4	CAS registry number
C14219	KEGG	95-57-8	CAS registry number
C14220	KEGG	611-99-4	CAS registry number
C14221	KEGG	4250-77-5	CAS registry number
C14222	KEGG	218-01-9	CAS registry number
C14223	KEGG	81-90-3	CAS registry number
C14224	KEGG	92-69-3	CAS registry number
C14225	KEGG	77-40-7	CAS registry number
C14226	KEGG	80-46-6	CAS registry number
C14227	KEGG	117-84-0	CAS registry number
C14228	KEGG	298-00-0	CAS registry number
C14229	KEGG	709-98-8	CAS registry number
C14230	KEGG	1137-42-4	CAS registry number
C14231	KEGG	20426-12-4	CAS registry number
C14232	KEGG	2657-25-2	CAS registry number
C14233	KEGG	659-22-3	CAS registry number
C14234	KEGG	552-80-7	CAS registry number
C14235	KEGG	115-86-6	CAS registry number
C14236	KEGG	13037-86-0	CAS registry number
C14237	KEGG	75938-34-0	CAS registry number
C14238	KEGG	14868-03-2	CAS registry number
C14239	KEGG	2529-64-8	CAS registry number
C14240	KEGG	103-23-1	CAS registry number
C14241	KEGG	6515-37-3	CAS registry number
C14242	KEGG	5108-94-1	CAS registry number
C14243	KEGG	79199-51-2	CAS registry number
C14244	KEGG	103-16-2	CAS registry number
C14245	KEGG	104-43-8	CAS registry number
C14246	KEGG	34883-43-7	CAS registry number
C14247	KEGG	2437-79-8	CAS registry number
C14248	KEGG	2050-68-2	CAS registry number
C14249	KEGG	68-23-5	CAS registry number
C14250	KEGG	2132-70-9	CAS registry number
C14251	KEGG	56-33-7	CAS registry number
C14252	KEGG	1833-27-8	CAS registry number
C14253	KEGG	105-99-7	CAS registry number
C14254	KEGG	1225-43-0	CAS registry number
C14255	KEGG	3704-09-4	CAS registry number
C14256	KEGG	564-35-2	CAS registry number
C14257	KEGG	965-93-5	CAS registry number
C14258	KEGG	599-64-4	CAS registry number
C14259	KEGG	1057-07-4	CAS registry number
C14260	KEGG	141-04-8	CAS registry number
C14261	KEGG	10161-33-8	CAS registry number
C14262	KEGG	539-08-2	CAS registry number
C14263	KEGG	2142-01-0	CAS registry number
C14264	KEGG	24124-24-1	CAS registry number
C14265	KEGG	62133-07-7	CAS registry number
C14266	KEGG	101-92-8	CAS registry number
C14267	KEGG	84-60-6	CAS registry number
C14268	KEGG	74738-17-3	CAS registry number
C14269	KEGG	1482-70-8	CAS registry number
C14270	KEGG	108-43-0	CAS registry number
C14271	KEGG	94-96-2	CAS registry number
C14272	KEGG	3391-86-4	CAS registry number
C14273	KEGG	1117-86-8	CAS registry number
C14274	KEGG	15872-42-1	CAS registry number
C14275	KEGG	110-00-9	CAS registry number
C14276	KEGG	33330-65-3	CAS registry number
C14277	KEGG	93433-53-5	CAS registry number
C14278	KEGG	94871-36-0	CAS registry number
C14279	KEGG	98-01-1	CAS registry number
C14280	KEGG	13529-27-6	CAS registry number
C14281	KEGG	698-63-5	CAS registry number
C14282	KEGG	5857-37-4	CAS registry number
C14283	KEGG	131-53-3	CAS registry number
C14284	KEGG	835-11-0	CAS registry number
C14285	KEGG	131-57-7	CAS registry number
C14286	KEGG	77-09-8	CAS registry number
C14287	KEGG	118-82-1	CAS registry number
C14288	KEGG	101-77-9	CAS registry number
C14289	KEGG	14187-32-7	CAS registry number
C14290	KEGG	6515-36-2	CAS registry number
C14291	KEGG	1563-66-2	CAS registry number
C14292	KEGG	97-23-4	CAS registry number
C14293	KEGG	586-84-5	CAS registry number
C14294	KEGG	126-00-1	CAS registry number
C14296	KEGG	82413-20-5	CAS registry number
C14297	KEGG	92-88-6	CAS registry number
C14298	KEGG	620-92-8	CAS registry number
C14299	KEGG	21725-46-2	CAS registry number
C14300	KEGG	131-18-0	CAS registry number
C14301	KEGG	115-32-2	CAS registry number
C14302	KEGG	88-85-7	CAS registry number
C14303	KEGG	517-09-9	CAS registry number
C14304	KEGG	17505-25-8	CAS registry number
C14305	KEGG	18979-55-0	CAS registry number
C14306	KEGG	710-25-8	CAS registry number
C14307	KEGG	71794-60-0	CAS registry number
C14308	KEGG	40596-69-8	CAS registry number
C14309	KEGG	1125-78-6	CAS registry number
C14310	KEGG	1918-02-1	CAS registry number
C14311	KEGG	645-56-7	CAS registry number
C14312	KEGG	139-40-2	CAS registry number
C14313	KEGG	485-63-2	CAS registry number
C14314	KEGG	17817-31-1	CAS registry number
C14315	KEGG	120-12-7	CAS registry number
C14316	KEGG	165806-51-9	CAS registry number
C14317	KEGG	56-55-3	CAS registry number
C14318	KEGG	191-24-2	CAS registry number
C14319	KEGG	168273-06-1	CAS registry number
C14320	KEGG	205-99-2	CAS registry number
C14321	KEGG	207-08-9	CAS registry number
C14322	KEGG	2921-88-2	CAS registry number
C14323	KEGG	2008-41-5	CAS registry number
C14324	KEGG	333-41-5	CAS registry number
C14325	KEGG	53-70-3	CAS registry number
C14326	KEGG	60-51-5	CAS registry number
C14327	KEGG	1024-57-3	CAS registry number
C14328	KEGG	95-50-1	CAS registry number
C14329	KEGG	573-98-8	CAS registry number
C14330	KEGG	581-42-0	CAS registry number
C14331	KEGG	59-50-7	CAS registry number
C14332	KEGG	21087-64-9	CAS registry number
C14333	KEGG	23950-58-5	CAS registry number
C14334	KEGG	114-26-1	CAS registry number
C14335	KEGG	129-00-0	CAS registry number
C14336	KEGG	96-12-8	CAS registry number
C14337	KEGG	584-79-2	CAS registry number
C14338	KEGG	82-68-8	CAS registry number
C14339	KEGG	79-97-0	CAS registry number
C14340	KEGG	6335-83-7	CAS registry number
C14341	KEGG	6052-84-2	CAS registry number
C14342	KEGG	580-51-8	CAS registry number
C14343	KEGG	1582-09-8	CAS registry number
C14344	KEGG	63046-09-3	CAS registry number
C14345	KEGG	3253-39-2	CAS registry number
C14346	KEGG	2024-88-6	CAS registry number
C14347	KEGG	901-44-0	CAS registry number
C14348	KEGG	1675-54-3	CAS registry number
C14350	KEGG	1478-61-1	CAS registry number
C14351	KEGG	122-94-1	CAS registry number
C14352	KEGG	15231-91-1	CAS registry number
C14353	KEGG	2051-60-7	CAS registry number
C14354	KEGG	34883-39-1	CAS registry number
C14355	KEGG	33146-45-1	CAS registry number
C14356	KEGG	34883-41-5	CAS registry number
C14357	KEGG	55702-46-0	CAS registry number
C14358	KEGG	38444-81-4	CAS registry number
C14359	KEGG	55702-45-9	CAS registry number
C14360	KEGG	70362-47-9	CAS registry number
C14361	KEGG	33025-41-1	CAS registry number
C14362	KEGG	33284-53-6	CAS registry number
C14363	KEGG	33284-54-7	CAS registry number
C14364	KEGG	32598-12-2	CAS registry number
C14365	KEGG	70424-69-0	CAS registry number
C14366	KEGG	18259-05-7	CAS registry number
C14367	KEGG	35694-04-3	CAS registry number
C14368	KEGG	2051-24-3	CAS registry number
C14369	KEGG	38411-22-2	CAS registry number
C14370	KEGG	5335-24-0	CAS registry number
C14371	KEGG	1137-59-3	CAS registry number
C14372	KEGG	67651-36-9	CAS registry number
C14374	KEGG	150304-10-2	CAS registry number
C14376	KEGG	150304-08-8	CAS registry number
C14381	KEGG	152969-11-4	CAS registry number
C14382	KEGG	158076-68-7	CAS registry number
C14383	KEGG	566-75-6	CAS registry number
C14384	KEGG	243-17-4	CAS registry number
C14385	KEGG	90-00-6	CAS registry number
C14386	KEGG	620-17-7	CAS registry number
C14387	KEGG	26002-80-2	CAS registry number
C14388	KEGG	52645-53-1	CAS registry number
C14389	KEGG	28463-03-8	CAS registry number
C14390	KEGG	111-71-7	CAS registry number
C14391	KEGG	7773-34-4	CAS registry number
C14392	KEGG	474-86-2	CAS registry number
C14393	KEGG	94-18-8	CAS registry number
C14394	KEGG	99-99-0	CAS registry number
C14395	KEGG	98-83-9	CAS registry number
C14396	KEGG	98-82-8	CAS registry number
C14397	KEGG	97-00-7	CAS registry number
C14398	KEGG	96-45-7	CAS registry number
C14399	KEGG	96-23-1	CAS registry number
C14400	KEGG	96-18-4	CAS registry number
C14401	KEGG	95-80-7	CAS registry number
C14402	KEGG	95-54-5	CAS registry number
C14403	KEGG	95-53-4	CAS registry number
C14404	KEGG	94-82-6	CAS registry number
C14405	KEGG	90-30-2	CAS registry number
C14406	KEGG	892-21-7	CAS registry number
C14407	KEGG	88-73-3	CAS registry number
C14408	KEGG	87-61-6	CAS registry number
C14409	KEGG	86-77-1	CAS registry number
C14410	KEGG	2045-52-5	CAS registry number
C14411	KEGG	77-73-6	CAS registry number
C14412	KEGG	70-55-3	CAS registry number
C14413	KEGG	639-58-7	CAS registry number
C14414	KEGG	609-39-2	CAS registry number
C14415	KEGG	62-56-6	CAS registry number
C14416	KEGG	62450-07-1	CAS registry number
C14417	KEGG	613-13-8	CAS registry number
C14418	KEGG	554-84-7	CAS registry number
C14419	KEGG	554-00-7	CAS registry number
C14420	KEGG	55-38-9	CAS registry number
C14421	KEGG	5522-43-0	CAS registry number
C14422	KEGG	55-18-5	CAS registry number
C14423	KEGG	42397-65-9	CAS registry number
C14424	KEGG	42397-64-8	CAS registry number
C14425	KEGG	3766-81-2	CAS registry number
C14426	KEGG	30560-19-1	CAS registry number
C14427	KEGG	35367-38-5	CAS registry number
C14428	KEGG	28249-77-6	CAS registry number
C14429	KEGG	2597-03-7	CAS registry number
C14430	KEGG	62-73-7	CAS registry number
C14431	KEGG	950-37-8	CAS registry number
C14432	KEGG	23564-05-8	CAS registry number
C14433	KEGG	22781-23-3	CAS registry number
C14434	KEGG	2104-64-5	CAS registry number
C14435	KEGG	192-97-2	CAS registry number
C14436	KEGG	17109-49-8	CAS registry number
C14437	KEGG	149-30-4	CAS registry number
C14438	KEGG	133-06-2	CAS registry number
C14439	KEGG	126-73-8	CAS registry number
C14440	KEGG	123-91-1	CAS registry number
C14441	KEGG	1228-73-5	CAS registry number
C14442	KEGG	122-14-5	CAS registry number
C14443	KEGG	119-93-7	CAS registry number
C14444	KEGG	117-79-3	CAS registry number
C14445	KEGG	115-96-8	CAS registry number
C14446	KEGG	78-51-3	CAS registry number
C14447	KEGG	109-06-8	CAS registry number
C14448	KEGG	107-22-2	CAS registry number
C14449	KEGG	106-89-8	CAS registry number
C14450	KEGG	106-47-8	CAS registry number
C14451	KEGG	106-43-4	CAS registry number
C14452	KEGG	110-91-8	CAS registry number
C14453	KEGG	106-41-2	CAS registry number
C14454	KEGG	118-79-6	CAS registry number
C14455	KEGG	103-69-5	CAS registry number
C14456	KEGG	100-00-5	CAS registry number
C14457	KEGG	1014-70-6	CAS registry number
C14459	KEGG	56892-30-9	CAS registry number
C14460	KEGG	2443-58-5	CAS registry number
C14461	KEGG	13345-21-6	CAS registry number
C14462	KEGG	95-77-2	CAS registry number
C14464	KEGG	1638-22-8	CAS registry number
C14465	KEGG	2446-69-7	CAS registry number
C14466	KEGG	14938-35-3	CAS registry number
C14468	KEGG	605-45-8	CAS registry number
C14469	KEGG	131-16-8	CAS registry number
C14470	KEGG	56-49-5	CAS registry number
C14471	KEGG	59512-50-4	CAS registry number
C14472	KEGG	1168-42-9	CAS registry number
C14473	KEGG	119-39-1	CAS registry number
C14474	KEGG	1477-19-6	CAS registry number
C14475	KEGG	1605-89-6	CAS registry number
C14476	KEGG	16545-23-6	CAS registry number
C14477	KEGG	1827-75-4	CAS registry number
C14478	KEGG	1882-82-2	CAS registry number
C14479	KEGG	2135-17-3	CAS registry number
C14480	KEGG	2435-76-9	CAS registry number
C14481	KEGG	2784-86-3	CAS registry number
C14482	KEGG	2862-58-0	CAS registry number
C14483	KEGG	302-76-1	CAS registry number
C14484	KEGG	338-95-4	CAS registry number
C14485	KEGG	3563-27-7	CAS registry number
C14486	KEGG	3836-23-5	CAS registry number
C14487	KEGG	434-03-7	CAS registry number
C14488	KEGG	434-18-4	CAS registry number
C14489	KEGG	472-54-8	CAS registry number
